"Draw","Date","Winning_Number_1","Winning_Number_2","Winning_Number_3","Winning_Number_4","Winning_Number_5","Winning_Number_6","Additional_Number_","From_Last","Odd","Even","_1-10","_11-20","_21-30","_31-40","_41-50","Division_1_Winners","Division_1_Prize","Division_2_Winners","Division_2_Prize","Division_3_Winners","Division_3_Prize","Division_4_Winners","Division_4_Prize","Division_5_Winners","Division_5_Prize","Division_6_Winners","Division_6_Prize","Division_7_Winners","Division_7_Prize","division_1_total_amount","division_2_total_amount","division_3_total_amount","division_4_total_amount","division_5_total_amount","division_6_total_amount","division_7_total_amount","number_of_winners","total_amount_given"
"3044","30/3/2015","11","12","30","38","45","47","6","30,47","3","3","0","2","1","1","2","0","0","1","256151","95","1854","224","429","4621","50","7007","25","89459","10","0","256151","176130","96096","231050","175175","894590","101407","1829192"
"3043","26/3/2015","5","21","30","33","39","47","43","5","5","1","1","0","2","2","1","0","0","2","4043670","186","2047","406","512","9696","50","12569","25","185469","10","0","8087340","380742","207872","484800","314225","1854690","208328","11329669"
"3042","23/3/2015","1","5","14","23","40","49","33","","4","2","2","1","1","1","1","0","0","6","129415","169","1902","484","363","10739","50","12405","25","202794","10","0","776490","321438","175692","536950","310125","2027940","226597","4148635"
"3041","19/3/2015","3","15","26","29","38","45","49","45","4","2","1","1","2","1","1","0","0","0","0","101","2105","221","525","6289","50","6983","25","117351","10","0","0","212605","116025","314450","174575","1173510","130945","1991165"
"3040","16/3/2015","7","10","19","41","43","45","31","19","5","1","2","1","0","0","3","0","0","6","42657","102","1726","279","344","5203","50","7060","25","96084","10","0","255942","176052","95976","260150","176500","960840","108734","1925460"
"3039","12/3/2015","14","15","19","20","36","47","10","47","3","3","0","4","0","1","1","1","8042310","5","126322","211","2058","650","365","12045","50","18097","25","225594","10","8042310","631610","434238","237250","602250","452425","2255940","256603","12656023"
"3038","9/3/2015","9","11","38","39","44","47","3","11,38,44,47","4","2","1","1","0","2","2","0","0","4","117269","214","1507","615","287","10624","50","16929","25","174678","10","0","469076","322498","176505","531200","423225","1746780","203064","3669284"
"3037","5/3/2015","5","10","11","38","44","47","20","44","3","3","2","1","0","1","2","0","0","1","340846","107","2191","382","335","7323","50","11078","25","142215","10","0","340846","234437","127970","366150","276950","1422150","161106","2768503"
"3036","2/3/2015","7","12","24","27","35","44","20","","3","3","1","1","2","1","1","0","0","4","62897","150","1154","368","257","6909","50","9702","25","113721","10","0","251588","173100","94576","345450","242550","1137210","130854","2244474"
"3035","27/2/2015","2","13","19","28","41","42","14","","3","3","1","2","1","0","2","2","6033861","14","122673","699","1690","1621","398","36111","50","47580","25","657272","10","12067722","1717422","1181310","645158","1805550","1189500","6572720","743299","25179382"
"3034","23/2/2015","1","5","14","18","24","26","29","","2","4","2","2","2","0","0","3","539834","2","304973","199","1178","398","322","9571","50","11420","25","161539","10","1619502","609946","234422","128156","478550","285500","1615390","183132","4971466"
"3033","19/2/2015","2","17","22","36","37","45","23","22,36,37","3","3","1","1","1","2","1","1","1277739","0","0","104","1779","233","433","4942","50","6869","25","93260","10","1277739","0","185016","100889","247100","171725","932600","105409","2915069"
"3032","16/2/2015","19","22","33","36","37","46","8","","3","3","0","1","1","3","1","2","3779120","6","106861","241","1830","571","422","12199","50","17348","25","225702","10","7558240","641166","441030","240962","609950","433700","2257020","256069","12182068"
"3031","12/2/2015","12","13","26","32","42","47","39","32","2","4","0","2","1","1","2","0","0","4","102665","123","2296","333","463","7863","50","10539","25","149659","10","0","410660","282408","154179","393150","263475","1496590","168521","3000462"
"3030","9/2/2015","4","15","22","31","32","36","6","31","2","4","1","1","1","3","0","0","0","5","62100","116","1841","291","401","6006","50","9267","25","113319","10","0","310500","213556","116691","300300","231675","1133190","129004","2305912"
"3029","5/2/2015","8","10","25","31","45","48","2","8","3","3","2","0","1","1","2","0","0","3","76297","94","1675","248","347","4376","50","7392","25","85670","10","0","228891","157450","86056","218800","184800","856700","97783","1732697"
"3028","2/2/2015","8","18","20","29","39","41","38","","3","3","1","2","1","1","1","5","883973","10","42443","399","732","606","263","12688","50","13386","25","191186","10","4419865","424430","292068","159378","634400","334650","1911860","218280","8176651"
"3027","29/1/2015","6","15","38","40","45","49","27","6","3","3","1","1","0","2","2","0","0","1","506072","73","2700","210","512","4627","50","6821","25","93772","10","0","506072","197100","107520","231350","170525","937720","105504","2150287"
"3026","26/1/2015","6","23","24","30","36","46","31","","1","5","1","0","3","1","1","0","0","0","0","65","2322","162","509","4044","50","5460","25","79012","10","0","0","150930","82458","202200","136500","790120","88743","1362208"
"3025","22/1/2015","5","12","26","31","40","47","25","31","3","3","1","1","1","2","1","1","1000000","2","105158","96","1507","200","395","4241","50","6197","25","78576","10","1000000","210316","144672","79000","212050","154925","785760","89313","2586723"
"3024","19/1/2015","21","24","25","31","33","36","13","33","4","2","0","0","3","3","0","2","2086876","4","100340","169","1633","452","333","7477","50","12150","25","139453","10","4173752","401360","275977","150516","373850","303750","1394530","159707","7073735"
"3023","15/1/2015","2","3","9","16","33","37","46","","4","2","3","1","0","2","0","0","0","1","262285","112","1610","188","524","6362","50","5726","25","120123","10","0","262285","180320","98512","318100","143150","1201230","132512","2203597"
"3022","12/1/2015","25","32","41","43","47","48","7","","4","2","0","0","1","1","4","0","0","2","107522","76","1946","144","560","3295","50","4743","25","62580","10","0","215044","147896","80640","164750","118575","625800","70840","1352705"
"3021","8/1/2015","5","7","9","15","34","38","21","34","4","2","3","1","0","2","0","1","2318625","2","244066","190","968","342","294","7973","50","10083","25","136200","10","2318625","488132","183920","100548","398650","252075","1362000","154791","5103950"
"3020","5/1/2015","1","22","27","34","35","37","20","1","4","2","1","0","2","3","0","0","0","0","0","76","1997","189","438","3732","50","5298","25","72601","10","0","0","151772","82782","186600","132450","726010","81896","1279614"
"3019","1/1/2015","1","4","18","31","48","49","21","1,4","3","3","2","1","0","1","2","1","2414115","2","144153","121","1639","277","391","5904","50","7801","25","112138","10","2414115","288306","198319","108307","295200","195025","1121380","126244","4620652"
"3018","29/12/2014","1","4","27","42","44","47","18","1,42","3","3","2","0","1","0","3","0","0","1","219930","71","2130","184","449","3722","50","4994","25","69300","10","0","219930","151230","82616","186100","124850","693000","78272","1457726"
"3017","25/12/2014","1","5","15","24","25","42","46","5","4","2","2","1","2","0","1","1","2300345","2","131515","214","846","229","431","9141","50","6115","25","137043","10","2300345","263030","181044","98699","457050","152875","1370430","152745","4823473"
"3016","22/12/2014","5","10","19","32","38","44","12","","2","4","2","1","0","2","1","0","0","2","110628","72","2113","242","343","4500","50","8281","25","83535","10","0","221256","152136","83006","225000","207025","835350","96632","1723773"
"3015","18/12/2014","9","11","13","21","27","30","42","","5","1","1","2","3","0","0","1","2285963","1","262007","235","767","373","264","10172","50","9079","25","149334","10","2285963","262007","180245","98472","508600","226975","1493340","169195","5055602"
"3014","15/12/2014","5","12","16","22","26","46","23","26","1","5","1","2","2","0","1","0","0","1","219249","97","1554","267","308","5541","50","7409","25","96007","10","0","219249","150738","82236","277050","185225","960070","109322","1874568"
"3013","11/12/2014","19","26","33","37","38","40","12","","3","3","0","1","1","4","0","1","2332277","3","87537","77","2345","334","295","4830","50","8804","25","88444","10","2332277","262611","180565","98530","241500","220100","884440","102493","4220023"
"3012","8/12/2014","17","21","28","29","39","47","46","17","5","1","0","1","3","1","1","0","0","1","228397","58","2708","186","461","4047","50","4674","25","78909","10","0","228397","157064","85746","202350","116850","789090","87875","1579497"
"3011","4/12/2014","10","17","24","31","37","40","35","","3","3","1","1","1","3","0","1","2612587","2","143336","119","1657","258","417","6490","50","7472","25","114489","10","2612587","286672","197183","107586","324500","186800","1144890","128831","4860218"
"3010","1/12/2014","1","6","7","23","30","45","16","","4","2","3","0","2","0","1","0","0","5","52670","185","979","462","214","9267","50","10695","25","141206","10","0","263350","181115","98868","463350","267375","1412060","161820","2686118"
"3009","27/11/2014","5","9","18","28","44","49","24","","3","3","2","1","1","0","2","0","0","3","2273867","201","1715","558","337","11733","50","15486","25","211913","10","0","6821601","344715","188046","586650","387150","2119130","239894","10447292"
"3008","24/11/2014","4","6","14","20","36","43","35","36","1","5","2","2","0","1","1","0","0","8","43349","176","1355","430","303","8716","50","10660","25","147735","10","0","346792","238480","130290","435800","266500","1477350","167725","2895212"
"3007","20/11/2014","2","3","5","19","25","36","16","2","4","2","3","1","1","1","0","0","0","11","23758","146","1231","445","221","7346","50","9266","25","123668","10","0","261338","179726","98345","367300","231650","1236680","140882","2375039"
"3006","17/11/2014","2","10","11","15","40","46","8","15","2","4","2","2","0","1","1","0","0","2","110596","90","1690","317","262","4378","50","9370","25","86466","10","0","221192","152100","83054","218900","234250","864660","100623","1774156"
"3005","13/11/2014","9","15","17","23","27","49","3","","6","0","1","2","2","0","1","1","6410229","8","65890","290","1250","681","291","12558","50","18777","25","222901","10","6410229","527120","362500","198171","627900","469425","2229010","255216","10824355"
"3004","10/11/2014","2","16","19","29","33","42","34","2","3","3","1","2","1","1","1","0","0","3","117281","145","1669","286","462","6671","50","8275","25","126240","10","0","351843","242005","132132","333550","206875","1262400","141620","2528805"
"3003","6/11/2014","2","22","24","38","46","47","9","38,47","1","5","1","0","2","1","2","0","0","3","84424","55","3166","192","495","3824","50","5943","25","77852","10","0","253272","174130","95040","191200","148575","778520","87869","1640737"
"3002","3/11/2014","31","32","38","39","40","47","7","","3","3","0","0","0","5","1","0","0","4","135849","81","1845","184","443","3530","50","5164","25","63863","10","0","543396","149445","81512","176500","129100","638630","72826","1718583"
"3001","30/10/2014","12","19","26","42","45","46","23","42","2","4","0","2","1","0","3","1","3712096","0","0","121","1853","288","425","6012","50","8760","25","113081","10","3712096","0","224213","122400","300600","219000","1130810","128263","5709119"
"3000","27/10/2014","5","20","27","38","42","44","41","5","2","4","1","1","1","1","2","0","0","1","455390","92","1900","199","480","4967","50","5927","25","95542","10","0","455390","174800","95520","248350","148175","955420","106728","2077655"
"2999","23/10/2014","5","22","25","28","33","34","32","","3","3","1","0","3","2","0","0","0","0","0","64","2162","178","424","4705","50","5774","25","81579","10","0","0","138368","75472","235250","144350","815790","92300","1409230"
"2998","20/10/2014","8","11","17","21","41","49","35","","5","1","1","2","1","0","2","1","3803159","3","115464","166","1435","350","372","8404","50","9021","25","148908","10","3803159","346392","238210","130200","420200","225525","1489080","166853","6652766"
"2997","16/10/2014","4","9","31","34","40","44","35","31","2","4","2","0","0","3","1","0","0","2","119110","83","1974","216","414","5635","50","5731","25","90370","10","0","238220","163842","89424","281750","143275","903700","102037","1820211"
"2996","13/10/2014","19","28","31","43","45","48","41","28","4","2","0","1","1","1","3","0","0","1","216057","61","2436","108","751","3414","50","4846","25","69704","10","0","216057","148596","81108","170700","121150","697040","78134","1434651"
"2995","9/10/2014","11","12","25","28","34","47","15","12,25,34","3","3","0","2","2","1","1","1","2085106","1","280122","95","2028","239","440","5400","50","7553","25","102478","10","2085106","280122","192660","105160","270000","188825","1024780","115767","4146653"
