"Draw","Date","Grouping","Number_of_winners","Prize_money"
"3401","30/8/2018","Group 5","7101","50"
"3400","27/8/2018","Group 5","7737","50"
"3399","23/8/2018","Group 5","6876","50"
"3398","20/8/2018","Group 5","4415","50"
"3397","16/8/2018","Group 5","5455","50"
"3396","13/8/2018","Group 5","9738","50"
"3395","9/8/2018","Group 5","4522","50"
"3394","6/8/2018","Group 5","5749","50"
"3393","2/8/2018","Group 5","19465","50"
"3392","30/7/2018","Group 5","10924","50"
"3391","26/7/2018","Group 5","7144","50"
"3390","23/7/2018","Group 5","4510","50"
"3389","19/7/2018","Group 5","8208","50"
"3388","16/7/2018","Group 5","6510","50"
"3387","12/7/2018","Group 5","4489","50"
"3386","9/7/2018","Group 5","9909","50"
"3385","5/7/2018","Group 5","8141","50"
"3384","2/7/2018","Group 5","4568","50"
"3383","28/6/2018","Group 5","7850","50"
"3382","25/6/2018","Group 5","4892","50"
"3381","21/6/2018","Group 5","10643","50"
"3380","18/6/2018","Group 5","6781","50"
"3379","14/6/2018","Group 5","3696","50"
"3378","11/6/2018","Group 5","18474","50"
"3377","7/6/2018","Group 5","9047","50"
"3376","4/6/2018","Group 5","6824","50"
"3375","31/5/2018","Group 5","3835","50"
"3374","28/5/2018","Group 5","13337","50"
"3373","24/5/2018","Group 5","6473","50"
"3372","21/5/2018","Group 5","4425","50"
"3371","17/5/2018","Group 5","19750","50"
"3370","14/5/2018","Group 5","8890","50"
"3369","10/5/2018","Group 5","4700","50"
"3368","7/5/2018","Group 5","7018","50"
"3367","3/5/2018","Group 5","6420","50"
"3366","30/4/2018","Group 5","5845","50"
"3365","26/4/2018","Group 5","6890","50"
"3364","23/4/2018","Group 5","3771","50"
"3363","19/4/2018","Group 5","4134","50"
"3362","16/4/2018","Group 5","6288","50"
"3361","12/4/2018","Group 5","21373","50"
"3360","9/4/2018","Group 5","8406","50"
"3359","5/4/2018","Group 5","6922","50"
"3358","2/4/2018","Group 5","4486","50"
"3357","29/3/2018","Group 5","7809","50"
"3356","26/3/2018","Group 5","5373","50"
"3355","22/3/2018","Group 5","5549","50"
"3354","19/3/2018","Group 5","7067","50"
"3353","15/3/2018","Group 5","5151","50"
"3352","12/3/2018","Group 5","13106","50"
"3351","8/3/2018","Group 5","7105","50"
"3350","5/3/2018","Group 5","4561","50"
"3349","2/3/2018","Group 5","39497","50"
"3348","26/2/2018","Group 5","7759","50"
"3347","22/2/2018","Group 5","5605","50"
"3346","19/2/2018","Group 5","10559","50"
"3345","15/2/2018","Group 5","7057","50"
"3344","12/2/2018","Group 5","5200","50"
"3343","9/2/2018","Group 5","23660","50"
"3342","5/2/2018","Group 5","4658","50"
"3341","1/2/2018","Group 5","4730","50"
"3340","29/1/2018","Group 5","4534","50"
"3339","25/1/2018","Group 5","5917","50"
"3338","22/1/2018","Group 5","5069","50"
"3337","18/1/2018","Group 5","22101","50"
"3336","15/1/2018","Group 5","11359","50"
"3335","11/1/2018","Group 5","4990","50"
"3334","8/1/2018","Group 5","5782","50"
"3333","5/1/2018","Group 5","34408","50"
"3332","1/1/2018","Group 5","8304","50"
"3331","28/12/2017","Group 5","7191","50"
"3330","25/12/2017","Group 5","8479","50"
"3329","21/12/2017","Group 5","3862","50"
"3328","18/12/2017","Group 5","6800","50"
"3327","14/12/2017","Group 5","7629","50"
"3326","11/12/2017","Group 5","5795","50"
"3325","7/12/2017","Group 5","4814","50"
"3324","4/12/2017","Group 5","15631","50"
"3323","30/11/2017","Group 5","7798","50"
"3322","27/11/2017","Group 5","6506","50"
"3321","23/11/2017","Group 5","4072","50"
"3320","20/11/2017","Group 5","8025","50"
"3319","16/11/2017","Group 5","10281","50"
"3318","13/11/2017","Group 5","5836","50"
"3317","9/11/2017","Group 5","4494","50"
"3316","6/11/2017","Group 5","22074","50"
"3315","2/11/2017","Group 5","8469","50"
"3314","30/10/2017","Group 5","5920","50"
"3313","26/10/2017","Group 5","4884","50"
"3312","23/10/2017","Group 5","15654","50"
"3311","19/10/2017","Group 5","10839","50"
"3310","16/10/2017","Group 5","5938","50"
"3309","12/10/2017","Group 5","4901","50"
"3308","9/10/2017","Group 5","14319","50"
"3307","5/10/2017","Group 5","8929","50"
"3306","2/10/2017","Group 5","8495","50"
"3305","28/9/2017","Group 5","5561","50"
"3304","25/9/2017","Group 5","5883","50"
"3303","21/9/2017","Group 5","4653","50"
"3302","18/9/2017","Group 5","14744","50"
"3301","14/9/2017","Group 5","8036","50"
"3300","11/9/2017","Group 5","6146","50"
"3299","7/9/2017","Group 5","3956","50"
"3298","4/9/2017","Group 5","8989","50"
"3297","31/8/2017","Group 5","4554","50"
"3296","28/8/2017","Group 5","3516","50"
"3295","24/8/2017","Group 5","3996","50"
"3294","21/8/2017","Group 5","18226","50"
"3293","17/8/2017","Group 5","7077","50"
"3292","14/8/2017","Group 5","6666","50"
"3291","10/8/2017","Group 5","3569","50"
"3290","7/8/2017","Group 5","4080","50"
"3289","3/8/2017","Group 5","4247","50"
"3288","31/7/2017","Group 5","6262","50"
"3287","27/7/2017","Group 5","4007","50"
"3286","24/7/2017","Group 5","8951","50"
"3285","20/7/2017","Group 5","5196","50"
"3284","17/7/2017","Group 5","5986","50"
"3283","13/7/2017","Group 5","3279","50"
"3282","10/7/2017","Group 5","5520","50"
"3281","6/7/2017","Group 5","5103","50"
"3280","3/7/2017","Group 5","7999","50"
"3279","29/6/2017","Group 5","10267","50"
"3278","26/6/2017","Group 5","6329","50"
"3277","22/6/2017","Group 5","4381","50"
"3276","19/6/2017","Group 5","7444","50"
"3275","15/6/2017","Group 5","4022","50"
"3274","12/6/2017","Group 5","6237","50"
"3273","8/6/2017","Group 5","5021","50"
"3272","5/6/2017","Group 5","5167","50"
"3271","1/6/2017","Group 5","4029","50"
"3270","29/5/2017","Group 5","5369","50"
"3269","25/5/2017","Group 5","4350","50"
"3268","22/5/2017","Group 5","3848","50"
"3267","18/5/2017","Group 5","3744","50"
"3266","15/5/2017","Group 5","9442","50"
"3265","11/5/2017","Group 5","10929","50"
"3264","8/5/2017","Group 5","4571","50"
"3263","4/5/2017","Group 5","8360","50"
"3262","1/5/2017","Group 5","5795","50"
"3261","27/4/2017","Group 5","4292","50"
"3260","24/4/2017","Group 5","4795","50"
"3259","20/4/2017","Group 5","4584","50"
"3258","17/4/2017","Group 5","4949","50"
"3257","13/4/2017","Group 5","6701","50"
"3256","10/4/2017","Group 5","6193","50"
"3255","6/4/2017","Group 5","8454","50"
"3254","3/4/2017","Group 5","5263","50"
"3253","30/3/2017","Group 5","3527","50"
"3252","27/3/2017","Group 5","12946","50"
"3251","23/3/2017","Group 5","10222","50"
"3250","20/3/2017","Group 5","5409","50"
"3249","16/3/2017","Group 5","8114","50"
"3248","13/3/2017","Group 5","8067","50"
"3247","9/3/2017","Group 5","11185","50"
"3246","6/3/2017","Group 5","4397","50"
"3245","2/3/2017","Group 5","5137","50"
"3244","27/2/2017","Group 5","5915","50"
"3243","23/2/2017","Group 5","18190","50"
"3242","20/2/2017","Group 5","11097","50"
"3241","16/2/2017","Group 5","6233","50"
"3240","13/2/2017","Group 5","6865","50"
"3239","10/2/2017","Group 5","53715","50"
"3238","6/2/2017","Group 5","22827","50"
"3237","2/2/2017","Group 5","10666","50"
"3236","30/1/2017","Group 5","7551","50"
"3235","26/1/2017","Group 5","7176","50"
"3234","23/1/2017","Group 5","10367","50"
"3233","19/1/2017","Group 5","7119","50"
"3232","16/1/2017","Group 5","6501","50"
"3231","12/1/2017","Group 5","16203","50"
"3230","9/1/2017","Group 5","7641","50"
"3229","5/1/2017","Group 5","6242","50"
"3228","2/1/2017","Group 5","4756","50"
"3227","29/12/2016","Group 5","3832","50"
"3226","26/12/2016","Group 5","7303","50"
"3225","22/12/2016","Group 5","11974","50"
"3224","19/12/2016","Group 5","9823","50"
"3223","15/12/2016","Group 5","4518","50"
"3222","12/12/2016","Group 5","3449","50"
"3221","8/12/2016","Group 5","5779","50"
"3220","5/12/2016","Group 5","21511","50"
"3219","1/12/2016","Group 5","9453","50"
"3218","28/11/2016","Group 5","5133","50"
"3217","24/11/2016","Group 5","4597","50"
"3216","21/11/2016","Group 5","4735","50"
"3215","17/11/2016","Group 5","3661","50"
"3214","14/11/2016","Group 5","16601","50"
"3213","10/11/2016","Group 5","6607","50"
"3212","7/11/2016","Group 5","5403","50"
"3211","3/11/2016","Group 5","4989","50"
"3210","31/10/2016","Group 5","5602","50"
"3209","27/10/2016","Group 5","5034","50"
"3208","24/10/2016","Group 5","5806","50"
"3207","20/10/2016","Group 5","4629","50"
"3206","17/10/2016","Group 5","11944","50"
"3205","13/10/2016","Group 5","5888","50"
"3204","10/10/2016","Group 5","4904","50"
"3203","6/10/2016","Group 5","16365","50"
"3202","3/10/2016","Group 5","11232","50"
"3201","29/9/2016","Group 5","6566","50"
"3200","26/9/2016","Group 5","5196","50"
"3199","22/9/2016","Group 5","14604","50"
"3198","19/9/2016","Group 5","8348","50"
"3197","15/9/2016","Group 5","6930","50"
"3196","12/9/2016","Group 5","5151","50"
"3195","8/9/2016","Group 5","13638","50"
"3194","5/9/2016","Group 5","6481","50"
"3193","1/9/2016","Group 5","5342","50"
"3192","29/8/2016","Group 5","6202","50"
"3191","25/8/2016","Group 5","6801","50"
"3190","22/8/2016","Group 5","4175","50"
"3189","18/8/2016","Group 5","18532","50"
"3188","15/8/2016","Group 5","10584","50"
"3187","11/8/2016","Group 5","4539","50"
"3186","8/8/2016","Group 5","5042","50"
"3185","4/8/2016","Group 5","6011","50"
"3184","1/8/2016","Group 5","4076","50"
"3183","28/7/2016","Group 5","11514","50"
"3182","25/7/2016","Group 5","4809","50"
"3181","21/7/2016","Group 5","4090","50"
"3180","18/7/2016","Group 5","8707","50"
"3179","14/7/2016","Group 5","5839","50"
"3178","11/7/2016","Group 5","4471","50"
"3177","7/7/2016","Group 5","8323","50"
"3176","4/7/2016","Group 5","4026","50"
"3175","30/6/2016","Group 5","12100","50"
"3174","27/6/2016","Group 5","5356","50"
"3173","23/6/2016","Group 5","8550","50"
"3172","20/6/2016","Group 5","8416","50"
"3171","16/6/2016","Group 5","4264","50"
"3170","13/6/2016","Group 5","8599","50"
"3169","9/6/2016","Group 5","4429","50"
"3168","6/6/2016","Group 5","19205","50"
"3167","2/6/2016","Group 5","8306","50"
"3166","30/5/2016","Group 5","6840","50"
"3165","26/5/2016","Group 5","4186","50"
"3164","23/5/2016","Group 5","9021","50"
"3163","19/5/2016","Group 5","4348","50"
"3162","16/5/2016","Group 5","13751","50"
"3161","12/5/2016","Group 5","7487","50"
"3160","9/5/2016","Group 5","6121","50"
"3159","5/5/2016","Group 5","4916","50"
"3158","2/5/2016","Group 5","15579","50"
"3157","28/4/2016","Group 5","8061","50"
"3156","25/4/2016","Group 5","6565","50"
"3155","21/4/2016","Group 5","3833","50"
"3154","18/4/2016","Group 5","4773","50"
"3153","14/4/2016","Group 5","15956","50"
"3152","11/4/2016","Group 5","9784","50"
"3151","7/4/2016","Group 5","4651","50"
"3150","4/4/2016","Group 5","4794","50"
"3149","31/3/2016","Group 5","5575","50"
"3148","28/3/2016","Group 5","7258","50"
"3147","24/3/2016","Group 5","6184","50"
"3146","21/3/2016","Group 5","4769","50"
"3145","17/3/2016","Group 5","6374","50"
"3144","14/3/2016","Group 5","17179","50"
"3143","10/3/2016","Group 5","7974","50"
"3142","7/3/2016","Group 5","6596","50"
"3141","3/3/2016","Group 5","5953","50"
"3140","29/2/2016","Group 5","12712","50"
"3139","25/2/2016","Group 5","6788","50"
"3138","22/2/2016","Group 5","5313","50"
"3137","19/2/2016","Group 5","53319","50"
"3136","15/2/2016","Group 5","7186","50"
"3135","11/2/2016","Group 5","18318","50"
"3134","8/2/2016","Group 5","10250","50"
"3133","4/2/2016","Group 5","5770","50"
"3132","1/2/2016","Group 5","8935","50"
"3131","28/1/2016","Group 5","8582","50"
"3130","25/1/2016","Group 5","5765","50"
"3129","21/1/2016","Group 5","4822","50"
"3128","18/1/2016","Group 5","5845","50"
"3127","14/1/2016","Group 5","9048","50"
"3126","11/1/2016","Group 5","14594","50"
"3125","7/1/2016","Group 5","11876","50"
"3124","4/1/2016","Group 5","7530","50"
"3123","31/12/2015","Group 5","5103","50"
"3122","28/12/2015","Group 5","8711","50"
"3121","24/12/2015","Group 5","5172","50"
"3120","21/12/2015","Group 5","4924","50"
"3119","17/12/2015","Group 5","7302","50"
"3118","14/12/2015","Group 5","9359","50"
"3117","10/12/2015","Group 5","5551","50"
"3116","7/12/2015","Group 5","4276","50"
"3115","3/12/2015","Group 5","11506","50"
"3114","30/11/2015","Group 5","7637","50"
"3113","26/11/2015","Group 5","4811","50"
"3112","23/11/2015","Group 5","3953","50"
"3111","19/11/2015","Group 5","6964","50"
"3110","16/11/2015","Group 5","5346","50"
"3109","12/11/2015","Group 5","9947","50"
"3108","9/11/2015","Group 5","11458","50"
"3107","5/11/2015","Group 5","7125","50"
"3106","2/11/2015","Group 5","5905","50"
"3105","29/10/2015","Group 5","5473","50"
"3104","26/10/2015","Group 5","5882","50"
"3103","22/10/2015","Group 5","4036","50"
"3102","19/10/2015","Group 5","8972","50"
"3101","15/10/2015","Group 5","6329","50"
"3100","12/10/2015","Group 5","4572","50"
"3099","8/10/2015","Group 5","8761","50"
"3098","5/10/2015","Group 5","7557","50"
"3097","1/10/2015","Group 5","8986","50"
"3096","28/9/2015","Group 5","4535","50"
"3095","24/9/2015","Group 5","4445","50"
"3094","21/9/2015","Group 5","18152","50"
"3093","17/9/2015","Group 5","6290","50"
"3092","14/9/2015","Group 5","6192","50"
"3091","10/9/2015","Group 5","4016","50"
"3090","7/9/2015","Group 5","8958","50"
"3089","3/9/2015","Group 5","6718","50"
"3088","31/8/2015","Group 5","14766","50"
"3087","27/8/2015","Group 5","4059","50"
"3086","24/8/2015","Group 5","20940","50"
"3085","20/8/2015","Group 5","8614","50"
"3084","17/8/2015","Group 5","6636","50"
"3083","13/8/2015","Group 5","5102","50"
"3082","10/8/2015","Group 5","8688","50"
"3081","6/8/2015","Group 5","4651","50"
"3080","3/8/2015","Group 5","8420","50"
"3079","30/7/2015","Group 5","5737","50"
"3078","27/7/2015","Group 5","4169","50"
"3077","23/7/2015","Group 5","7979","50"
"3076","20/7/2015","Group 5","5232","50"
"3075","16/7/2015","Group 5","3186","50"
"3074","13/7/2015","Group 5","3948","50"
"3073","9/7/2015","Group 5","5065","50"
"3072","6/7/2015","Group 5","13264","50"
"3071","2/7/2015","Group 5","8147","50"
"3070","29/6/2015","Group 5","4661","50"
"3069","25/6/2015","Group 5","4751","50"
"3068","22/6/2015","Group 5","3860","50"
"3067","18/6/2015","Group 5","4890","50"
"3066","15/6/2015","Group 5","4646","50"
"3065","11/6/2015","Group 5","12539","50"
"3064","8/6/2015","Group 5","7109","50"
"3063","4/6/2015","Group 5","8715","50"
"3062","1/6/2015","Group 5","5297","50"
"3061","28/5/2015","Group 5","6983","50"
"3060","25/5/2015","Group 5","4565","50"
"3059","21/5/2015","Group 5","4878","50"
"3058","18/5/2015","Group 5","3985","50"
"3057","14/5/2015","Group 5","5023","50"
"3056","11/5/2015","Group 5","7933","50"
"3055","7/5/2015","Group 5","5142","50"
"3054","4/5/2015","Group 5","8212","50"
"3053","30/4/2015","Group 5","4414","50"
"3052","27/4/2015","Group 5","7214","50"
"3051","23/4/2015","Group 5","6796","50"
"3050","20/4/2015","Group 5","7363","50"
"3049","16/4/2015","Group 5","5352","50"
"3048","13/4/2015","Group 5","4717","50"
"3047","9/4/2015","Group 5","13089","50"
"3046","6/4/2015","Group 5","7671","50"
"3045","2/4/2015","Group 5","6035","50"
"3044","30/3/2015","Group 5","4621","50"
"3043","26/3/2015","Group 5","9696","50"
"3042","23/3/2015","Group 5","10739","50"
"3041","19/3/2015","Group 5","6289","50"
"3040","16/3/2015","Group 5","5203","50"
"3039","12/3/2015","Group 5","12045","50"
"3038","9/3/2015","Group 5","10624","50"
"3037","5/3/2015","Group 5","7323","50"
"3036","2/3/2015","Group 5","6909","50"
"3035","27/2/2015","Group 5","36111","50"
"3034","23/2/2015","Group 5","9571","50"
"3033","19/2/2015","Group 5","4942","50"
"3032","16/2/2015","Group 5","12199","50"
"3031","12/2/2015","Group 5","7863","50"
"3030","9/2/2015","Group 5","6006","50"
"3029","5/2/2015","Group 5","4376","50"
"3028","2/2/2015","Group 5","12688","50"
"3027","29/1/2015","Group 5","4627","50"
"3026","26/1/2015","Group 5","4044","50"
"3025","22/1/2015","Group 5","4241","50"
"3024","19/1/2015","Group 5","7477","50"
"3023","15/1/2015","Group 5","6362","50"
"3022","12/1/2015","Group 5","3295","50"
"3021","8/1/2015","Group 5","7973","50"
"3020","5/1/2015","Group 5","3732","50"
"3019","1/1/2015","Group 5","5904","50"
"3018","29/12/2014","Group 5","3722","50"
"3017","25/12/2014","Group 5","9141","50"
"3016","22/12/2014","Group 5","4500","50"
"3015","18/12/2014","Group 5","10172","50"
"3014","15/12/2014","Group 5","5541","50"
"3013","11/12/2014","Group 5","4830","50"
"3012","8/12/2014","Group 5","4047","50"
"3011","4/12/2014","Group 5","6490","50"
"3010","1/12/2014","Group 5","9267","50"
"3009","27/11/2014","Group 5","11733","50"
"3008","24/11/2014","Group 5","8716","50"
"3007","20/11/2014","Group 5","7346","50"
"3006","17/11/2014","Group 5","4378","50"
"3005","13/11/2014","Group 5","12558","50"
"3004","10/11/2014","Group 5","6671","50"
"3003","6/11/2014","Group 5","3824","50"
"3002","3/11/2014","Group 5","3530","50"
"3001","30/10/2014","Group 5","6012","50"
"3000","27/10/2014","Group 5","4967","50"
"2999","23/10/2014","Group 5","4705","50"
"2998","20/10/2014","Group 5","8404","50"
"2997","16/10/2014","Group 5","5635","50"
"2996","13/10/2014","Group 5","3414","50"
"2995","9/10/2014","Group 5","5400","50"
"3766","19/5/2022","Group 6","17820","25"
"3765","16/5/2022","Group 6","8646","25"
"3764","12/5/2022","Group 6","5675","25"
"3763","9/5/2022","Group 6","10850","25"
"3762","5/5/2022","Group 6","8549","25"
"3761","2/5/2022","Group 6","7368","25"
"3760","28/4/2022","Group 6","9852","25"
"3759","25/4/2022","Group 6","7256","25"
"3758","21/4/2022","Group 6","8762","25"
"3757","18/4/2022","Group 6","5251","25"
"3756","14/4/2022","Group 6","34604","25"
"3755","11/4/2022","Group 6","21620","25"
"3754","7/4/2022","Group 6","16109","25"
"3753","4/4/2022","Group 6","5945","25"
"3752","31/3/2022","Group 6","8531","25"
"3751","28/3/2022","Group 6","9814","25"
"3750","24/3/2022","Group 6","9013","25"
"3749","21/3/2022","Group 6","11188","25"
"3748","17/3/2022","Group 6","16050","25"
"3747","14/3/2022","Group 6","7562","25"
"3746","10/3/2022","Group 6","6059","25"
"3745","7/3/2022","Group 6","6138","25"
"3744","3/3/2022","Group 6","7947","25"
"3743","28/2/2022","Group 6","7080","25"
"3742","24/2/2022","Group 6","10236","25"
"3741","21/2/2022","Group 6","7042","25"
"3740","17/2/2022","Group 6","6685","25"
"3739","14/2/2022","Group 6","8794","25"
"3738","11/2/2022","Group 6","111163","25"
"3737","7/2/2022","Group 6","14140","25"
"3736","3/2/2022","Group 6","7675","25"
"3735","31/1/2022","Group 6","13403","25"
"3734","27/1/2022","Group 6","6925","25"
"3733","24/1/2022","Group 6","6633","25"
"3732","21/1/2022","Group 6","29592","25"
"3731","17/1/2022","Group 6","7667","25"
"3730","13/1/2022","Group 6","6137","25"
"3729","10/1/2022","Group 6","35336","25"
"3728","7/1/2022","Group 6","28611","25"
"3727","3/1/2022","Group 6","9046","25"
"3726","30/12/2021","Group 6","9279","25"
