"Draw","Date","type","VALUE"
"3175","30/6/2016","winning","12"
"3174","27/6/2016","winning","12"
"3173","23/6/2016","winning","3"
"3172","20/6/2016","winning","6"
"3171","16/6/2016","winning","11"
"3170","13/6/2016","winning","18"
"3169","9/6/2016","winning","21"
"3168","6/6/2016","winning","7"
"3167","2/6/2016","winning","15"
"3166","30/5/2016","winning","12"
"3165","26/5/2016","winning","15"
"3164","23/5/2016","winning","12"
"3163","19/5/2016","winning","17"
"3162","16/5/2016","winning","10"
"3161","12/5/2016","winning","4"
"3160","9/5/2016","winning","12"
"3159","5/5/2016","winning","20"
"3158","2/5/2016","winning","7"
"3157","28/4/2016","winning","20"
"3156","25/4/2016","winning","3"
"3155","21/4/2016","winning","14"
"3154","18/4/2016","winning","14"
"3153","14/4/2016","winning","4"
"3152","11/4/2016","winning","13"
"3151","7/4/2016","winning","7"
"3150","4/4/2016","winning","15"
"3149","31/3/2016","winning","21"
"3148","28/3/2016","winning","9"
"3147","24/3/2016","winning","9"
"3146","21/3/2016","winning","12"
"3145","17/3/2016","winning","3"
"3144","14/3/2016","winning","10"
"3143","10/3/2016","winning","29"
"3142","7/3/2016","winning","18"
"3141","3/3/2016","winning","14"
"3140","29/2/2016","winning","11"
"3139","25/2/2016","winning","14"
"3138","22/2/2016","winning","18"
"3137","19/2/2016","winning","18"
"3136","15/2/2016","winning","5"
"3135","11/2/2016","winning","8"
"3134","8/2/2016","winning","14"
"3133","4/2/2016","winning","21"
"3132","1/2/2016","winning","10"
"3131","28/1/2016","winning","20"
"3130","25/1/2016","winning","17"
"3129","21/1/2016","winning","11"
"3128","18/1/2016","winning","11"
"3127","14/1/2016","winning","2"
"3126","11/1/2016","winning","20"
"3125","7/1/2016","winning","5"
"3124","4/1/2016","winning","9"
"3123","31/12/2015","winning","21"
"3122","28/12/2015","winning","15"
"3121","24/12/2015","winning","20"
"3120","21/12/2015","winning","14"
"3119","17/12/2015","winning","12"
"3118","14/12/2015","winning","21"
"3117","10/12/2015","winning","8"
"3116","7/12/2015","winning","24"
"3115","3/12/2015","winning","20"
"3114","30/11/2015","winning","31"
"3113","26/11/2015","winning","24"
"3112","23/11/2015","winning","31"
"3111","19/11/2015","winning","14"
"3110","16/11/2015","winning","5"
"3109","12/11/2015","winning","10"
"3108","9/11/2015","winning","17"
"3107","5/11/2015","winning","26"
"3106","2/11/2015","winning","10"
"3105","29/10/2015","winning","9"
"3104","26/10/2015","winning","5"
"3103","22/10/2015","winning","16"
"3102","19/10/2015","winning","13"
"3101","15/10/2015","winning","14"
"3100","12/10/2015","winning","11"
"3099","8/10/2015","winning","8"
"3098","5/10/2015","winning","4"
"3097","1/10/2015","winning","6"
"3096","28/9/2015","winning","32"
"3095","24/9/2015","winning","16"
"3094","21/9/2015","winning","9"
"3093","17/9/2015","winning","8"
"3092","14/9/2015","winning","13"
"3091","10/9/2015","winning","33"
"3090","7/9/2015","winning","3"
"3089","3/9/2015","winning","9"
"3088","31/8/2015","winning","8"
"3087","27/8/2015","winning","16"
"3086","24/8/2015","winning","7"
"3085","20/8/2015","winning","14"
"3084","17/8/2015","winning","6"
"3083","13/8/2015","winning","10"
"3082","10/8/2015","winning","7"
"3081","6/8/2015","winning","15"
"3080","3/8/2015","winning","21"
"3079","30/7/2015","winning","10"
"3078","27/7/2015","winning","9"
"3077","23/7/2015","winning","13"
"3076","20/7/2015","winning","17"
"3075","16/7/2015","winning","10"
"3074","13/7/2015","winning","33"
"3073","9/7/2015","winning","24"
"3072","6/7/2015","winning","6"
"3071","2/7/2015","winning","12"
"3070","29/6/2015","winning","14"
"3069","25/6/2015","winning","29"
"3068","22/6/2015","winning","18"
"3067","18/6/2015","winning","20"
"3066","15/6/2015","winning","21"
"3065","11/6/2015","winning","11"
"3064","8/6/2015","winning","31"
"3063","4/6/2015","winning","6"
"3062","1/6/2015","winning","9"
"3061","28/5/2015","winning","13"
"3060","25/5/2015","winning","17"
"3059","21/5/2015","winning","20"
"3058","18/5/2015","winning","23"
"3057","14/5/2015","winning","17"
"3056","11/5/2015","winning","6"
"3055","7/5/2015","winning","10"
"3054","4/5/2015","winning","11"
"3053","30/4/2015","winning","19"
"3052","27/4/2015","winning","14"
"3051","23/4/2015","winning","9"
"3050","20/4/2015","winning","16"
"3049","16/4/2015","winning","4"
"3048","13/4/2015","winning","13"
"3047","9/4/2015","winning","12"
"3046","6/4/2015","winning","18"
"3045","2/4/2015","winning","19"
"3044","30/3/2015","winning","12"
"3043","26/3/2015","winning","21"
"3042","23/3/2015","winning","5"
"3041","19/3/2015","winning","15"
"3040","16/3/2015","winning","10"
"3039","12/3/2015","winning","15"
"3038","9/3/2015","winning","11"
"3037","5/3/2015","winning","10"
"3036","2/3/2015","winning","12"
"3035","27/2/2015","winning","13"
"3034","23/2/2015","winning","5"
"3033","19/2/2015","winning","17"
"3032","16/2/2015","winning","22"
"3031","12/2/2015","winning","13"
"3030","9/2/2015","winning","15"
"3029","5/2/2015","winning","10"
"3028","2/2/2015","winning","18"
"3027","29/1/2015","winning","15"
"3026","26/1/2015","winning","23"
"3025","22/1/2015","winning","12"
"3024","19/1/2015","winning","24"
"3023","15/1/2015","winning","3"
"3022","12/1/2015","winning","32"
"3021","8/1/2015","winning","7"
"3020","5/1/2015","winning","22"
"3019","1/1/2015","winning","4"
"3018","29/12/2014","winning","4"
"3017","25/12/2014","winning","5"
"3016","22/12/2014","winning","10"
"3015","18/12/2014","winning","11"
"3014","15/12/2014","winning","12"
"3013","11/12/2014","winning","26"
"3012","8/12/2014","winning","21"
"3011","4/12/2014","winning","17"
"3010","1/12/2014","winning","6"
"3009","27/11/2014","winning","9"
"3008","24/11/2014","winning","6"
"3007","20/11/2014","winning","3"
"3006","17/11/2014","winning","10"
"3005","13/11/2014","winning","15"
"3004","10/11/2014","winning","16"
"3003","6/11/2014","winning","22"
"3002","3/11/2014","winning","32"
"3001","30/10/2014","winning","19"
"3000","27/10/2014","winning","20"
"2999","23/10/2014","winning","22"
"2998","20/10/2014","winning","11"
"2997","16/10/2014","winning","9"
"2996","13/10/2014","winning","28"
"2995","9/10/2014","winning","12"
"3766","19/5/2022","winning","13"
"3765","16/5/2022","winning","40"
"3764","12/5/2022","winning","36"
"3763","9/5/2022","winning","15"
"3762","5/5/2022","winning","35"
"3761","2/5/2022","winning","23"
"3760","28/4/2022","winning","11"
"3759","25/4/2022","winning","26"
"3758","21/4/2022","winning","19"
"3757","18/4/2022","winning","33"
"3756","14/4/2022","winning","23"
"3755","11/4/2022","winning","18"
"3754","7/4/2022","winning","10"
"3753","4/4/2022","winning","28"
"3752","31/3/2022","winning","10"
"3751","28/3/2022","winning","10"
"3750","24/3/2022","winning","15"
"3749","21/3/2022","winning","22"
"3748","17/3/2022","winning","30"
"3747","14/3/2022","winning","38"
"3746","10/3/2022","winning","25"
"3745","7/3/2022","winning","24"
"3744","3/3/2022","winning","24"
"3743","28/2/2022","winning","20"
"3742","24/2/2022","winning","15"
"3741","21/2/2022","winning","22"
"3740","17/2/2022","winning","19"
"3739","14/2/2022","winning","29"
"3738","11/2/2022","winning","14"
"3737","7/2/2022","winning","17"
"3736","3/2/2022","winning","31"
"3735","31/1/2022","winning","10"
"3734","27/1/2022","winning","27"
"3733","24/1/2022","winning","10"
"3732","21/1/2022","winning","11"
"3731","17/1/2022","winning","26"
"3730","13/1/2022","winning","18"
"3729","10/1/2022","winning","17"
"3728","7/1/2022","winning","11"
"3727","3/1/2022","winning","20"
"3726","30/12/2021","winning","12"
"3725","27/12/2021","winning","13"
"3724","23/12/2021","winning","35"
"3723","20/12/2021","winning","16"
"3722","16/12/2021","winning","27"
"3721","13/12/2021","winning","19"
"3720","9/12/2021","winning","30"
"3719","6/12/2021","winning","33"
"3718","2/12/2021","winning","22"
"3717","29/11/2021","winning","12"
"3716","25/11/2021","winning","27"
"3715","22/11/2021","winning","16"
"3714","18/11/2021","winning","39"
"3713","15/11/2021","winning","31"
"3712","11/11/2021","winning","12"
"3711","8/11/2021","winning","20"
"3710","4/11/2021","winning","22"
"3709","1/11/2021","winning","22"
"3708","28/10/2021","winning","27"
"3707","25/10/2021","winning","24"
"3706","21/10/2021","winning","23"
"3705","18/10/2021","winning","24"
"3704","14/10/2021","winning","16"
"3703","11/10/2021","winning","27"
"3702","7/10/2021","winning","28"
"3701","4/10/2021","winning","28"
"3700","30/9/2021","winning","14"
"3699","27/9/2021","winning","33"
"3698","23/9/2021","winning","41"
"3697","20/9/2021","winning","10"
"3696","16/9/2021","winning","15"
"3695","13/9/2021","winning","26"
"3694","9/9/2021","winning","30"
"3693","6/9/2021","winning","31"
"3692","2/9/2021","winning","6"
"3691","30/8/2021","winning","24"
"3690","26/8/2021","winning","24"
"3689","23/8/2021","winning","26"
"3688","19/8/2021","winning","9"
"3687","16/8/2021","winning","28"
"3686","12/8/2021","winning","25"
"3685","9/8/2021","winning","33"
"3684","5/8/2021","winning","19"
"3683","2/8/2021","winning","23"
"3682","29/7/2021","winning","22"
"3681","26/7/2021","winning","30"
"3680","22/7/2021","winning","26"
"3679","19/7/2021","winning","21"
"3678","15/7/2021","winning","9"
"3677","12/7/2021","winning","23"
"3676","8/7/2021","winning","15"
"3675","5/7/2021","winning","20"
"3674","1/7/2021","winning","9"
"3673","28/6/2021","winning","32"
"3672","24/6/2021","winning","17"
"3671","21/6/2021","winning","10"
"3670","17/6/2021","winning","15"
"3669","14/6/2021","winning","23"
"3668","10/6/2021","winning","15"
"3667","7/6/2021","winning","23"
"3666","3/6/2021","winning","21"
"3665","31/5/2021","winning","18"
"3664","27/5/2021","winning","9"
"3663","24/5/2021","winning","23"
"3662","20/5/2021","winning","18"
"3661","17/5/2021","winning","11"
"3660","13/5/2021","winning","5"
"3659","10/5/2021","winning","32"
"3658","6/5/2021","winning","12"
"3657","3/5/2021","winning","18"
"3656","29/4/2021","winning","22"
"3655","26/4/2021","winning","18"
"3654","22/4/2021","winning","22"
"3653","19/4/2021","winning","16"
"3652","15/4/2021","winning","23"
"3651","12/4/2021","winning","27"
"3650","8/4/2021","winning","9"
"3649","5/4/2021","winning","15"
"3648","1/4/2021","winning","15"
"3647","29/3/2021","winning","20"
"3646","25/3/2021","winning","17"
"3645","22/3/2021","winning","20"
"3644","18/3/2021","winning","12"
"3643","15/3/2021","winning","19"
"3642","11/3/2021","winning","26"
"3641","8/3/2021","winning","17"
"3640","4/3/2021","winning","20"
"3639","1/3/2021","winning","7"
"3638","26/2/2021","winning","40"
"3637","22/2/2021","winning","8"
"3636","18/2/2021","winning","6"
"3635","15/2/2021","winning","18"
"3634","11/2/2021","winning","25"
"3633","8/2/2021","winning","25"
"3632","5/2/2021","winning","11"
"3631","1/2/2021","winning","9"
"3630","28/1/2021","winning","25"
"3629","25/1/2021","winning","12"
"3628","21/1/2021","winning","15"
"3627","18/1/2021","winning","23"
"3626","14/1/2021","winning","23"
"3625","11/1/2021","winning","8"
"3624","7/1/2021","winning","9"
"3623","4/1/2021","winning","8"
"3622","1/1/2021","winning","13"
"3621","28/12/2020","winning","40"
"3620","24/12/2020","winning","19"
"3619","21/12/2020","winning","15"
"3618","17/12/2020","winning","27"
"3617","14/12/2020","winning","29"
"3616","10/12/2020","winning","22"
"3615","7/12/2020","winning","14"
"3614","3/12/2020","winning","8"
"3613","30/11/2020","winning","25"
"3612","26/11/2020","winning","8"
"3611","23/11/2020","winning","11"
"3610","19/11/2020","winning","22"
"3609","16/11/2020","winning","20"
"3608","12/11/2020","winning","14"
"3607","9/11/2020","winning","13"
"3606","5/11/2020","winning","25"
"3605","2/11/2020","winning","37"
"3604","29/10/2020","winning","27"
"3603","26/10/2020","winning","11"
"3602","22/10/2020","winning","28"
"3601","19/10/2020","winning","11"
"3600","15/10/2020","winning","28"
"3599","12/10/2020","winning","14"
"3598","8/10/2020","winning","7"
"3597","5/10/2020","winning","14"
"3596","1/10/2020","winning","11"
"3595","28/9/2020","winning","27"
"3594","24/9/2020","winning","36"
"3593","21/9/2020","winning","17"
"3592","17/9/2020","winning","9"
"3591","14/9/2020","winning","13"
"3590","10/9/2020","winning","27"
"3589","7/9/2020","winning","19"
"3588","3/9/2020","winning","27"
"3587","31/8/2020","winning","16"
"3586","27/8/2020","winning","13"
"3585","24/8/2020","winning","24"
"3584","20/8/2020","winning","19"
"3583","17/8/2020","winning","15"
"3582","13/8/2020","winning","29"
"3581","10/8/2020","winning","20"
"3580","6/8/2020","winning","35"
"3579","3/8/2020","winning","10"
"3578","30/7/2020","winning","34"
"3577","27/7/2020","winning","25"
"3576","23/7/2020","winning","13"
"3575","20/7/2020","winning","23"
"3574","16/7/2020","winning","27"
"3573","13/7/2020","winning","34"
"3572","9/7/2020","winning","12"
"3571","6/7/2020","winning","26"
"3570","2/7/2020","winning","36"
"3569","29/6/2020","winning","17"
"3568","25/6/2020","winning","42"
"3567","2/4/2020","winning","14"
"3566","30/3/2020","winning","17"
"3565","26/3/2020","winning","13"
"3564","23/3/2020","winning","35"
"3563","19/3/2020","winning","27"
"3562","16/3/2020","winning","19"
"3561","12/3/2020","winning","18"
"3560","9/3/2020","winning","14"
"3559","5/3/2020","winning","30"
"3558","2/3/2020","winning","39"
"3557","27/2/2020","winning","35"
"3556","24/2/2020","winning","26"
"3555","20/2/2020","winning","26"
"3554","17/2/2020","winning","23"
"3553","13/2/2020","winning","19"
"3552","10/2/2020","winning","15"
"3551","7/2/2020","winning","16"
"3550","3/2/2020","winning","23"
"3549","30/1/2020","winning","29"
"3548","27/1/2020","winning","38"
"3547","23/1/2020","winning","36"
"3546","20/1/2020","winning","20"
"3545","17/1/2020","winning","24"
"3544","13/1/2020","winning","4"
"3543","9/1/2020","winning","34"
"3542","6/1/2020","winning","11"
"3541","3/1/2020","winning","21"
"3540","30/12/2019","winning","13"
"3539","26/12/2019","winning","20"
"3538","23/12/2019","winning","35"
"3537","19/12/2019","winning","27"
"3536","16/12/2019","winning","22"
"3535","12/12/2019","winning","29"
"3534","9/12/2019","winning","27"
"3533","5/12/2019","winning","14"
"3532","2/12/2019","winning","15"
"3531","28/11/2019","winning","34"
"3530","25/11/2019","winning","16"
"3529","21/11/2019","winning","16"
"3528","18/11/2019","winning","17"
"3527","14/11/2019","winning","16"
"3526","11/11/2019","winning","29"
"3525","7/11/2019","winning","28"
"3524","4/11/2019","winning","9"
"3523","31/10/2019","winning","33"
"3522","28/10/2019","winning","20"
"3521","24/10/2019","winning","25"
"3520","21/10/2019","winning","28"
"3519","17/10/2019","winning","37"
"3518","14/10/2019","winning","14"
"3517","10/10/2019","winning","26"
"3516","7/10/2019","winning","26"
"3515","3/10/2019","winning","24"
"3514","30/9/2019","winning","16"
"3513","26/9/2019","winning","30"
"3512","23/9/2019","winning","25"
"3511","19/9/2019","winning","24"
"3510","16/9/2019","winning","29"
"3509","12/9/2019","winning","30"
"3508","9/9/2019","winning","25"
"3507","5/9/2019","winning","27"
"3506","2/9/2019","winning","18"
"3505","29/8/2019","winning","33"
"3504","26/8/2019","winning","23"
"3503","22/8/2019","winning","25"
"3502","19/8/2019","winning","19"
"3501","15/8/2019","winning","27"
"3500","12/8/2019","winning","36"
"3499","8/8/2019","winning","5"
"3498","5/8/2019","winning","16"
"3497","1/8/2019","winning","22"
"3496","29/7/2019","winning","24"
"3495","25/7/2019","winning","29"
"3494","22/7/2019","winning","30"
"3493","18/7/2019","winning","25"
"3492","15/7/2019","winning","30"
"3491","11/7/2019","winning","28"
"3490","8/7/2019","winning","22"
"3489","4/7/2019","winning","21"
"3488","1/7/2019","winning","27"
"3487","27/6/2019","winning","25"
"3486","24/6/2019","winning","25"
"3485","20/6/2019","winning","25"
"3484","17/6/2019","winning","29"
"3483","13/6/2019","winning","10"
"3482","10/6/2019","winning","15"
"3481","6/6/2019","winning","28"
"3480","3/6/2019","winning","12"
"3479","30/5/2019","winning","21"
"3478","27/5/2019","winning","17"
"3477","23/5/2019","winning","22"
"3476","20/5/2019","winning","24"
"3475","16/5/2019","winning","9"
"3474","13/5/2019","winning","19"
"3473","9/5/2019","winning","11"
"3472","6/5/2019","winning","13"
"3471","2/5/2019","winning","24"
"3470","29/4/2019","winning","26"
"3469","25/4/2019","winning","14"
"3468","22/4/2019","winning","19"
"3467","18/4/2019","winning","28"
"3466","15/4/2019","winning","25"
"3465","11/4/2019","winning","13"
"3464","8/4/2019","winning","20"
"3463","4/4/2019","winning","20"
"3462","1/4/2019","winning","22"
"3461","28/3/2019","winning","20"
"3460","25/3/2019","winning","23"
"3459","21/3/2019","winning","12"
"3458","18/3/2019","winning","8"
"3457","14/3/2019","winning","17"
"3456","11/3/2019","winning","26"
"3455","7/3/2019","winning","13"
"3454","4/3/2019","winning","7"
"3453","28/2/2019","winning","27"
"3452","25/2/2019","winning","27"
"3451","22/2/2019","winning","14"
"3450","18/2/2019","winning","29"
"3449","14/2/2019","winning","12"
"3448","11/2/2019","winning","15"
"3447","7/2/2019","winning","9"
"3446","4/2/2019","winning","21"
"3445","1/2/2019","winning","16"
"3444","28/1/2019","winning","19"
"3443","24/1/2019","winning","18"
"3442","21/1/2019","winning","40"
"3441","17/1/2019","winning","22"
"3440","14/1/2019","winning","21"
"3439","11/1/2019","winning","13"
"3438","7/1/2019","winning","36"
"3437","3/1/2019","winning","26"
"3436","31/12/2018","winning","18"
"3435","27/12/2018","winning","20"
"3434","24/12/2018","winning","12"
"3433","20/12/2018","winning","15"
"3432","17/12/2018","winning","30"
"3431","13/12/2018","winning","18"
"3430","10/12/2018","winning","14"
"3429","6/12/2018","winning","16"
"3428","3/12/2018","winning","7"
"3427","29/11/2018","winning","19"
"3426","26/11/2018","winning","28"
"3425","22/11/2018","winning","20"
"3424","19/11/2018","winning","14"
"3423","15/11/2018","winning","27"
"3422","12/11/2018","winning","21"
"3421","8/11/2018","winning","16"
"3420","5/11/2018","winning","14"
"3419","1/11/2018","winning","28"
"3418","29/10/2018","winning","10"
"3417","25/10/2018","winning","13"
"3416","22/10/2018","winning","24"
"3415","18/10/2018","winning","17"
"3414","15/10/2018","winning","24"
"3413","11/10/2018","winning","18"
"3412","8/10/2018","winning","23"
"3411","4/10/2018","winning","23"
"3410","1/10/2018","winning","23"
"3409","27/9/2018","winning","29"
"3408","24/9/2018","winning","17"
"3407","20/9/2018","winning","18"
"3406","17/9/2018","winning","22"
"3405","13/9/2018","winning","17"
"3404","10/9/2018","winning","9"
"3403","6/9/2018","winning","17"
"3402","3/9/2018","winning","13"
"3401","30/8/2018","winning","27"
"3400","27/8/2018","winning","16"
"3399","23/8/2018","winning","23"
"3398","20/8/2018","winning","25"
"3397","16/8/2018","winning","25"
"3396","13/8/2018","winning","6"
"3395","9/8/2018","winning","20"
"3394","6/8/2018","winning","20"
"3393","2/8/2018","winning","15"
"3392","30/7/2018","winning","19"
"3391","26/7/2018","winning","13"
"3390","23/7/2018","winning","26"
"3389","19/7/2018","winning","23"
"3388","16/7/2018","winning","19"
"3387","12/7/2018","winning","25"
"3386","9/7/2018","winning","31"
"3385","5/7/2018","winning","28"
"3384","2/7/2018","winning","26"
"3383","28/6/2018","winning","22"
"3382","25/6/2018","winning","25"
"3381","21/6/2018","winning","15"
"3380","18/6/2018","winning","22"
"3379","14/6/2018","winning","31"
"3378","11/6/2018","winning","30"
"3377","7/6/2018","winning","29"
"3376","4/6/2018","winning","31"
"3375","31/5/2018","winning","24"
"3374","28/5/2018","winning","27"
"3373","24/5/2018","winning","26"
"3372","21/5/2018","winning","16"
"3371","17/5/2018","winning","25"
"3370","14/5/2018","winning","29"
"3369","10/5/2018","winning","35"
"3368","7/5/2018","winning","12"
"3367","3/5/2018","winning","28"
"3366","30/4/2018","winning","18"
"3365","26/4/2018","winning","17"
"3364","23/4/2018","winning","32"
"3363","19/4/2018","winning","32"
"3362","16/4/2018","winning","25"
"3361","12/4/2018","winning","15"
"3360","9/4/2018","winning","40"
"3359","5/4/2018","winning","21"
"3358","2/4/2018","winning","30"
"3357","29/3/2018","winning","17"
"3356","26/3/2018","winning","14"
"3355","22/3/2018","winning","13"
"3354","19/3/2018","winning","31"
"3353","15/3/2018","winning","23"
"3352","12/3/2018","winning","15"
"3351","8/3/2018","winning","14"
"3350","5/3/2018","winning","16"
"3349","2/3/2018","winning","31"
"3348","26/2/2018","winning","13"
"3347","22/2/2018","winning","13"
"3346","19/2/2018","winning","29"
"3345","15/2/2018","winning","30"
"3344","12/2/2018","winning","19"
"3343","9/2/2018","winning","16"
"3342","5/2/2018","winning","38"
"3341","1/2/2018","winning","20"
"3340","29/1/2018","winning","25"
"3339","25/1/2018","winning","23"
"3338","22/1/2018","winning","15"
"3337","18/1/2018","winning","12"
"3336","15/1/2018","winning","6"
"3335","11/1/2018","winning","25"
"3334","8/1/2018","winning","18"
"3333","5/1/2018","winning","13"
"3332","1/1/2018","winning","16"
"3331","28/12/2017","winning","5"
"3330","25/12/2017","winning","14"
"3329","21/12/2017","winning","26"
"3328","18/12/2017","winning","10"
"3327","14/12/2017","winning","13"
"3326","11/12/2017","winning","37"
"3325","7/12/2017","winning","25"
"3324","4/12/2017","winning","19"
"3323","30/11/2017","winning","29"
"3322","27/11/2017","winning","23"
"3321","23/11/2017","winning","41"
"3320","20/11/2017","winning","13"
"3319","16/11/2017","winning","16"
"3318","13/11/2017","winning","21"
"3317","9/11/2017","winning","33"
"3316","6/11/2017","winning","11"
"3315","2/11/2017","winning","18"
"3314","30/10/2017","winning","30"
"3313","26/10/2017","winning","25"
"3312","23/10/2017","winning","23"
"3311","19/10/2017","winning","15"
"3310","16/10/2017","winning","12"
"3309","12/10/2017","winning","17"
"3308","9/10/2017","winning","17"
"3307","5/10/2017","winning","23"
"3306","2/10/2017","winning","17"
"3305","28/9/2017","winning","26"
"3304","25/9/2017","winning","26"
"3303","21/9/2017","winning","15"
"3302","18/9/2017","winning","22"
"3301","14/9/2017","winning","29"
"3300","11/9/2017","winning","17"
"3299","7/9/2017","winning","20"
"3298","4/9/2017","winning","22"
"3297","31/8/2017","winning","39"
"3296","28/8/2017","winning","29"
"3295","24/8/2017","winning","26"
"3294","21/8/2017","winning","12"
"3293","17/8/2017","winning","29"
"3292","14/8/2017","winning","17"
"3291","10/8/2017","winning","39"
"3290","7/8/2017","winning","34"
"3289","3/8/2017","winning","22"
"3288","31/7/2017","winning","14"
"3287","27/7/2017","winning","24"
"3286","24/7/2017","winning","23"
"3285","20/7/2017","winning","35"
"3284","17/7/2017","winning","16"
"3283","13/7/2017","winning","33"
"3282","10/7/2017","winning","31"
"3281","6/7/2017","winning","7"
"3280","3/7/2017","winning","9"
"3279","29/6/2017","winning","13"
"3278","26/6/2017","winning","21"
"3277","22/6/2017","winning","12"
"3276","19/6/2017","winning","30"
"3275","15/6/2017","winning","23"
"3274","12/6/2017","winning","19"
"3273","8/6/2017","winning","22"
"3272","5/6/2017","winning","23"
"3271","1/6/2017","winning","17"
"3270","29/5/2017","winning","16"
"3269","25/5/2017","winning","11"
"3268","22/5/2017","winning","31"
"3267","18/5/2017","winning","43"
"3266","15/5/2017","winning","16"
"3265","11/5/2017","winning","12"
"3264","8/5/2017","winning","29"
"3263","4/5/2017","winning","14"
"3262","1/5/2017","winning","24"
"3261","27/4/2017","winning","15"
"3260","24/4/2017","winning","22"
"3259","20/4/2017","winning","25"
"3258","17/4/2017","winning","25"
"3257","13/4/2017","winning","16"
"3256","10/4/2017","winning","20"
"3255","6/4/2017","winning","20"
"3254","3/4/2017","winning","30"
"3253","30/3/2017","winning","38"
"3252","27/3/2017","winning","28"
"3251","23/3/2017","winning","18"
"3250","20/3/2017","winning","30"
"3249","16/3/2017","winning","15"
"3248","13/3/2017","winning","30"
"3247","9/3/2017","winning","9"
"3246","6/3/2017","winning","28"
"3245","2/3/2017","winning","20"
"3244","27/2/2017","winning","27"
"3243","23/2/2017","winning","9"
"3242","20/2/2017","winning","13"
"3241","16/2/2017","winning","31"
"3240","13/2/2017","winning","19"
"3239","10/2/2017","winning","24"
"3238","6/2/2017","winning","17"
"3237","2/2/2017","winning","21"
"3236","30/1/2017","winning","25"
"3235","26/1/2017","winning","16"
"3234","23/1/2017","winning","23"
"3233","19/1/2017","winning","16"
"3232","16/1/2017","winning","17"
"3231","12/1/2017","winning","12"
"3230","9/1/2017","winning","33"
"3229","5/1/2017","winning","20"
"3228","2/1/2017","winning","22"
"3227","29/12/2016","winning","34"
"3226","26/12/2016","winning","18"
"3225","22/12/2016","winning","37"
"3224","19/12/2016","winning","24"
"3223","15/12/2016","winning","24"
"3222","12/12/2016","winning","31"
"3221","8/12/2016","winning","11"
"3220","5/12/2016","winning","11"
"3219","1/12/2016","winning","8"
"3218","28/11/2016","winning","15"
"3217","24/11/2016","winning","17"
"3216","21/11/2016","winning","25"
"3215","17/11/2016","winning","31"
"3214","14/11/2016","winning","15"
"3213","10/11/2016","winning","26"
"3212","7/11/2016","winning","21"
"3211","3/11/2016","winning","19"
"3210","31/10/2016","winning","24"
"3209","27/10/2016","winning","8"
"3208","24/10/2016","winning","18"
"3207","20/10/2016","winning","20"
"3206","17/10/2016","winning","9"
"3205","13/10/2016","winning","31"
"3204","10/10/2016","winning","24"
"3203","6/10/2016","winning","19"
"3202","3/10/2016","winning","14"
"3201","29/9/2016","winning","4"
"3200","26/9/2016","winning","15"
"3199","22/9/2016","winning","28"
"3198","19/9/2016","winning","26"
"3197","15/9/2016","winning","21"
"3196","12/9/2016","winning","18"
"3195","8/9/2016","winning","11"
"3194","5/9/2016","winning","14"
"3193","1/9/2016","winning","12"
"3192","29/8/2016","winning","23"
"3191","25/8/2016","winning","11"
"3190","22/8/2016","winning","35"
"3189","18/8/2016","winning","11"
"3188","15/8/2016","winning","18"
"3187","11/8/2016","winning","30"
"3186","8/8/2016","winning","23"
"3185","4/8/2016","winning","29"
"3184","1/8/2016","winning","24"
"3183","28/7/2016","winning","8"
"3182","25/7/2016","winning","38"
"3181","21/7/2016","winning","18"
"3180","18/7/2016","winning","22"
"3179","14/7/2016","winning","14"
"3178","11/7/2016","winning","22"
"3177","7/7/2016","winning","13"
"3176","4/7/2016","winning","26"
"3175","30/6/2016","winning","15"
"3174","27/6/2016","winning","13"
"3173","23/6/2016","winning","5"
"3172","20/6/2016","winning","14"
"3171","16/6/2016","winning","30"
"3170","13/6/2016","winning","22"
"3169","9/6/2016","winning","27"
"3168","6/6/2016","winning","12"
"3167","2/6/2016","winning","23"
"3166","30/5/2016","winning","24"
"3165","26/5/2016","winning","19"
"3164","23/5/2016","winning","20"
"3163","19/5/2016","winning","19"
"3162","16/5/2016","winning","24"
"3161","12/5/2016","winning","23"
"3160","9/5/2016","winning","26"
"3159","5/5/2016","winning","23"
"3158","2/5/2016","winning","8"
"3157","28/4/2016","winning","26"
"3156","25/4/2016","winning","4"
"3155","21/4/2016","winning","19"
"3154","18/4/2016","winning","21"
"3153","14/4/2016","winning","19"
"3152","11/4/2016","winning","16"
"3151","7/4/2016","winning","30"
"3150","4/4/2016","winning","22"
"3149","31/3/2016","winning","22"
"3148","28/3/2016","winning","15"
"3147","24/3/2016","winning","28"
"3146","21/3/2016","winning","20"
"3145","17/3/2016","winning","20"
"3144","14/3/2016","winning","24"
"3143","10/3/2016","winning","32"
"3142","7/3/2016","winning","30"
"3141","3/3/2016","winning","24"
"3140","29/2/2016","winning","15"
"3139","25/2/2016","winning","17"
"3138","22/2/2016","winning","22"
"3137","19/2/2016","winning","20"
"3136","15/2/2016","winning","29"
"3135","11/2/2016","winning","17"
"3134","8/2/2016","winning","16"
"3133","4/2/2016","winning","26"
"3132","1/2/2016","winning","11"
"3131","28/1/2016","winning","22"
"3130","25/1/2016","winning","19"
"3129","21/1/2016","winning","23"
"3128","18/1/2016","winning","40"
"3127","14/1/2016","winning","4"
"3126","11/1/2016","winning","22"
