"Draw","Date","type","VALUE"
"3429","6/12/2018","winning","18"
"3428","3/12/2018","winning","29"
"3427","29/11/2018","winning","25"
"3426","26/11/2018","winning","31"
"3425","22/11/2018","winning","21"
"3424","19/11/2018","winning","36"
"3423","15/11/2018","winning","36"
"3422","12/11/2018","winning","34"
"3421","8/11/2018","winning","26"
"3420","5/11/2018","winning","28"
"3419","1/11/2018","winning","41"
"3418","29/10/2018","winning","20"
"3417","25/10/2018","winning","15"
"3416","22/10/2018","winning","40"
"3415","18/10/2018","winning","31"
"3414","15/10/2018","winning","32"
"3413","11/10/2018","winning","24"
"3412","8/10/2018","winning","39"
"3411","4/10/2018","winning","32"
"3410","1/10/2018","winning","24"
"3409","27/9/2018","winning","33"
"3408","24/9/2018","winning","24"
"3407","20/9/2018","winning","30"
"3406","17/9/2018","winning","24"
"3405","13/9/2018","winning","40"
"3404","10/9/2018","winning","15"
"3403","6/9/2018","winning","20"
"3402","3/9/2018","winning","18"
"3401","30/8/2018","winning","29"
"3400","27/8/2018","winning","24"
"3399","23/8/2018","winning","30"
"3398","20/8/2018","winning","38"
"3397","16/8/2018","winning","32"
"3396","13/8/2018","winning","16"
"3395","9/8/2018","winning","23"
"3394","6/8/2018","winning","27"
"3393","2/8/2018","winning","27"
"3392","30/7/2018","winning","20"
"3391","26/7/2018","winning","17"
"3390","23/7/2018","winning","28"
"3389","19/7/2018","winning","35"
"3388","16/7/2018","winning","24"
"3387","12/7/2018","winning","32"
"3386","9/7/2018","winning","38"
"3385","5/7/2018","winning","30"
"3384","2/7/2018","winning","33"
"3383","28/6/2018","winning","27"
"3382","25/6/2018","winning","38"
"3381","21/6/2018","winning","24"
"3380","18/6/2018","winning","23"
"3379","14/6/2018","winning","35"
"3378","11/6/2018","winning","37"
"3377","7/6/2018","winning","31"
"3376","4/6/2018","winning","37"
"3375","31/5/2018","winning","26"
"3374","28/5/2018","winning","28"
"3373","24/5/2018","winning","34"
"3372","21/5/2018","winning","30"
"3371","17/5/2018","winning","29"
"3370","14/5/2018","winning","45"
"3369","10/5/2018","winning","38"
"3368","7/5/2018","winning","15"
"3367","3/5/2018","winning","30"
"3366","30/4/2018","winning","21"
"3365","26/4/2018","winning","25"
"3364","23/4/2018","winning","36"
"3363","19/4/2018","winning","35"
"3362","16/4/2018","winning","27"
"3361","12/4/2018","winning","27"
"3360","9/4/2018","winning","41"
"3359","5/4/2018","winning","30"
"3358","2/4/2018","winning","39"
"3357","29/3/2018","winning","21"
"3356","26/3/2018","winning","27"
"3355","22/3/2018","winning","21"
"3354","19/3/2018","winning","39"
"3353","15/3/2018","winning","25"
"3352","12/3/2018","winning","16"
"3351","8/3/2018","winning","24"
"3350","5/3/2018","winning","30"
"3349","2/3/2018","winning","37"
"3348","26/2/2018","winning","15"
"3347","22/2/2018","winning","15"
"3346","19/2/2018","winning","34"
"3345","15/2/2018","winning","31"
"3344","12/2/2018","winning","23"
"3343","9/2/2018","winning","23"
"3342","5/2/2018","winning","40"
"3341","1/2/2018","winning","22"
"3340","29/1/2018","winning","32"
"3339","25/1/2018","winning","25"
"3338","22/1/2018","winning","29"
"3337","18/1/2018","winning","17"
"3336","15/1/2018","winning","28"
"3335","11/1/2018","winning","40"
"3334","8/1/2018","winning","36"
"3333","5/1/2018","winning","19"
"3332","1/1/2018","winning","34"
"3331","28/12/2017","winning","16"
"3330","25/12/2017","winning","17"
"3329","21/12/2017","winning","27"
"3328","18/12/2017","winning","19"
"3327","14/12/2017","winning","33"
"3326","11/12/2017","winning","39"
"3325","7/12/2017","winning","37"
"3324","4/12/2017","winning","38"
"3323","30/11/2017","winning","36"
"3322","27/11/2017","winning","30"
"3321","23/11/2017","winning","46"
"3320","20/11/2017","winning","18"
"3319","16/11/2017","winning","27"
"3318","13/11/2017","winning","35"
"3317","9/11/2017","winning","41"
"3316","6/11/2017","winning","15"
"3315","2/11/2017","winning","30"
"3314","30/10/2017","winning","43"
"3313","26/10/2017","winning","32"
"3312","23/10/2017","winning","35"
"3311","19/10/2017","winning","20"
"3310","16/10/2017","winning","34"
"3309","12/10/2017","winning","21"
"3308","9/10/2017","winning","40"
"3307","5/10/2017","winning","36"
"3306","2/10/2017","winning","18"
"3305","28/9/2017","winning","27"
"3304","25/9/2017","winning","34"
"3303","21/9/2017","winning","28"
"3302","18/9/2017","winning","24"
"3301","14/9/2017","winning","36"
"3300","11/9/2017","winning","18"
"3299","7/9/2017","winning","21"
"3298","4/9/2017","winning","36"
"3297","31/8/2017","winning","40"
"3296","28/8/2017","winning","35"
"3295","24/8/2017","winning","30"
"3294","21/8/2017","winning","18"
"3293","17/8/2017","winning","39"
"3292","14/8/2017","winning","22"
"3291","10/8/2017","winning","45"
"3290","7/8/2017","winning","40"
"3289","3/8/2017","winning","27"
"3288","31/7/2017","winning","16"
"3287","27/7/2017","winning","33"
"3286","24/7/2017","winning","32"
"3285","20/7/2017","winning","39"
"3284","17/7/2017","winning","20"
"3283","13/7/2017","winning","34"
"3282","10/7/2017","winning","35"
"3281","6/7/2017","winning","26"
"3280","3/7/2017","winning","27"
"3279","29/6/2017","winning","16"
"3278","26/6/2017","winning","23"
"3277","22/6/2017","winning","20"
"3276","19/6/2017","winning","34"
"3275","15/6/2017","winning","37"
"3274","12/6/2017","winning","21"
"3273","8/6/2017","winning","25"
"3272","5/6/2017","winning","24"
"3271","1/6/2017","winning","22"
"3270","29/5/2017","winning","27"
"3269","25/5/2017","winning","32"
"3268","22/5/2017","winning","34"
"3267","18/5/2017","winning","44"
"3266","15/5/2017","winning","23"
"3265","11/5/2017","winning","18"
"3264","8/5/2017","winning","30"
"3263","4/5/2017","winning","36"
"3262","1/5/2017","winning","29"
"3261","27/4/2017","winning","31"
"3260","24/4/2017","winning","31"
"3259","20/4/2017","winning","28"
"3258","17/4/2017","winning","28"
"3257","13/4/2017","winning","27"
"3256","10/4/2017","winning","23"
"3255","6/4/2017","winning","27"
"3254","3/4/2017","winning","32"
"3253","30/3/2017","winning","39"
"3252","27/3/2017","winning","40"
"3251","23/3/2017","winning","25"
"3250","20/3/2017","winning","41"
"3249","16/3/2017","winning","19"
"3248","13/3/2017","winning","35"
"3247","9/3/2017","winning","17"
"3246","6/3/2017","winning","36"
"3245","2/3/2017","winning","35"
"3244","27/2/2017","winning","29"
"3243","23/2/2017","winning","28"
"3242","20/2/2017","winning","17"
"3241","16/2/2017","winning","43"
"3240","13/2/2017","winning","23"
"3239","10/2/2017","winning","27"
"3238","6/2/2017","winning","25"
"3237","2/2/2017","winning","29"
"3236","30/1/2017","winning","27"
"3235","26/1/2017","winning","19"
"3234","23/1/2017","winning","28"
"3233","19/1/2017","winning","44"
"3232","16/1/2017","winning","21"
"3231","12/1/2017","winning","25"
"3230","9/1/2017","winning","34"
"3229","5/1/2017","winning","33"
"3228","2/1/2017","winning","35"
"3227","29/12/2016","winning","36"
"3226","26/12/2016","winning","25"
"3225","22/12/2016","winning","38"
"3224","19/12/2016","winning","27"
"3223","15/12/2016","winning","39"
"3222","12/12/2016","winning","36"
"3221","8/12/2016","winning","24"
"3220","5/12/2016","winning","19"
"3219","1/12/2016","winning","19"
"3218","28/11/2016","winning","24"
"3217","24/11/2016","winning","19"
"3216","21/11/2016","winning","40"
"3215","17/11/2016","winning","36"
"3214","14/11/2016","winning","31"
"3213","10/11/2016","winning","34"
"3212","7/11/2016","winning","41"
"3211","3/11/2016","winning","26"
"3210","31/10/2016","winning","32"
"3209","27/10/2016","winning","21"
"3208","24/10/2016","winning","24"
"3207","20/10/2016","winning","23"
"3206","17/10/2016","winning","27"
"3205","13/10/2016","winning","32"
"3204","10/10/2016","winning","30"
"3203","6/10/2016","winning","25"
"3202","3/10/2016","winning","27"
"3201","29/9/2016","winning","24"
"3200","26/9/2016","winning","27"
"3199","22/9/2016","winning","34"
"3198","19/9/2016","winning","31"
"3197","15/9/2016","winning","25"
"3196","12/9/2016","winning","22"
"3195","8/9/2016","winning","13"
"3194","5/9/2016","winning","21"
"3193","1/9/2016","winning","15"
"3192","29/8/2016","winning","32"
"3191","25/8/2016","winning","25"
"3190","22/8/2016","winning","36"
"3189","18/8/2016","winning","21"
"3188","15/8/2016","winning","31"
"3187","11/8/2016","winning","32"
"3186","8/8/2016","winning","26"
"3185","4/8/2016","winning","31"
"3184","1/8/2016","winning","36"
"3183","28/7/2016","winning","15"
"3182","25/7/2016","winning","40"
"3181","21/7/2016","winning","27"
"3180","18/7/2016","winning","35"
"3179","14/7/2016","winning","16"
"3178","11/7/2016","winning","30"
"3177","7/7/2016","winning","15"
"3176","4/7/2016","winning","27"
"3175","30/6/2016","winning","16"
"3174","27/6/2016","winning","14"
"3173","23/6/2016","winning","8"
"3172","20/6/2016","winning","18"
"3171","16/6/2016","winning","36"
"3170","13/6/2016","winning","24"
"3169","9/6/2016","winning","28"
"3168","6/6/2016","winning","19"
"3167","2/6/2016","winning","25"
"3166","30/5/2016","winning","33"
"3165","26/5/2016","winning","31"
"3164","23/5/2016","winning","24"
"3163","19/5/2016","winning","23"
"3162","16/5/2016","winning","26"
"3161","12/5/2016","winning","40"
"3160","9/5/2016","winning","29"
"3159","5/5/2016","winning","46"
"3158","2/5/2016","winning","9"
"3157","28/4/2016","winning","31"
"3156","25/4/2016","winning","22"
"3155","21/4/2016","winning","32"
"3154","18/4/2016","winning","28"
"3153","14/4/2016","winning","26"
"3152","11/4/2016","winning","18"
"3151","7/4/2016","winning","32"
"3150","4/4/2016","winning","28"
"3149","31/3/2016","winning","31"
"3148","28/3/2016","winning","28"
"3147","24/3/2016","winning","35"
"3146","21/3/2016","winning","39"
"3145","17/3/2016","winning","21"
"3144","14/3/2016","winning","29"
"3143","10/3/2016","winning","33"
"3142","7/3/2016","winning","33"
"3141","3/3/2016","winning","33"
"3140","29/2/2016","winning","17"
"3139","25/2/2016","winning","23"
"3138","22/2/2016","winning","37"
"3137","19/2/2016","winning","21"
"3136","15/2/2016","winning","40"
"3135","11/2/2016","winning","39"
"3134","8/2/2016","winning","21"
"3133","4/2/2016","winning","34"
"3132","1/2/2016","winning","22"
"3131","28/1/2016","winning","40"
"3130","25/1/2016","winning","35"
"3129","21/1/2016","winning","24"
"3128","18/1/2016","winning","43"
"3127","14/1/2016","winning","7"
"3126","11/1/2016","winning","29"
"3125","7/1/2016","winning","20"
"3124","4/1/2016","winning","28"
"3123","31/12/2015","winning","35"
"3122","28/12/2015","winning","17"
"3121","24/12/2015","winning","27"
"3120","21/12/2015","winning","22"
"3119","17/12/2015","winning","19"
"3118","14/12/2015","winning","29"
"3117","10/12/2015","winning","39"
"3116","7/12/2015","winning","36"
"3115","3/12/2015","winning","37"
"3114","30/11/2015","winning","37"
"3113","26/11/2015","winning","43"
"3112","23/11/2015","winning","39"
"3111","19/11/2015","winning","37"
"3110","16/11/2015","winning","41"
"3109","12/11/2015","winning","12"
"3108","9/11/2015","winning","40"
"3107","5/11/2015","winning","28"
"3106","2/11/2015","winning","27"
"3105","29/10/2015","winning","26"
"3104","26/10/2015","winning","28"
"3103","22/10/2015","winning","29"
"3102","19/10/2015","winning","36"
"3101","15/10/2015","winning","25"
"3100","12/10/2015","winning","28"
"3099","8/10/2015","winning","20"
"3098","5/10/2015","winning","20"
"3097","1/10/2015","winning","27"
"3096","28/9/2015","winning","40"
"3095","24/9/2015","winning","29"
"3094","21/9/2015","winning","19"
"3093","17/9/2015","winning","30"
"3092","14/9/2015","winning","19"
"3091","10/9/2015","winning","39"
"3090","7/9/2015","winning","15"
"3089","3/9/2015","winning","23"
"3088","31/8/2015","winning","12"
"3087","27/8/2015","winning","23"
"3086","24/8/2015","winning","23"
"3085","20/8/2015","winning","33"
"3084","17/8/2015","winning","21"
"3083","13/8/2015","winning","34"
"3082","10/8/2015","winning","12"
"3081","6/8/2015","winning","33"
"3080","3/8/2015","winning","25"
"3079","30/7/2015","winning","21"
"3078","27/7/2015","winning","42"
"3077","23/7/2015","winning","24"
"3076","20/7/2015","winning","28"
"3075","16/7/2015","winning","32"
"3074","13/7/2015","winning","35"
"3073","9/7/2015","winning","38"
"3072","6/7/2015","winning","18"
"3071","2/7/2015","winning","21"
"3070","29/6/2015","winning","26"
"3069","25/6/2015","winning","38"
"3068","22/6/2015","winning","33"
"3067","18/6/2015","winning","35"
"3066","15/6/2015","winning","27"
"3065","11/6/2015","winning","16"
"3064","8/6/2015","winning","38"
"3063","4/6/2015","winning","14"
"3062","1/6/2015","winning","29"
"3061","28/5/2015","winning","26"
"3060","25/5/2015","winning","24"
"3059","21/5/2015","winning","35"
"3058","18/5/2015","winning","33"
"3057","14/5/2015","winning","45"
"3056","11/5/2015","winning","20"
"3055","7/5/2015","winning","24"
"3054","4/5/2015","winning","22"
"3053","30/4/2015","winning","37"
"3052","27/4/2015","winning","31"
"3051","23/4/2015","winning","28"
"3050","20/4/2015","winning","25"
"3049","16/4/2015","winning","32"
"3048","13/4/2015","winning","32"
"3047","9/4/2015","winning","24"
"3046","6/4/2015","winning","42"
"3045","2/4/2015","winning","29"
"3044","30/3/2015","winning","38"
"3043","26/3/2015","winning","33"
"3042","23/3/2015","winning","23"
"3041","19/3/2015","winning","29"
"3040","16/3/2015","winning","41"
"3039","12/3/2015","winning","20"
"3038","9/3/2015","winning","39"
"3037","5/3/2015","winning","38"
"3036","2/3/2015","winning","27"
"3035","27/2/2015","winning","28"
"3034","23/2/2015","winning","18"
"3033","19/2/2015","winning","36"
"3032","16/2/2015","winning","36"
"3031","12/2/2015","winning","32"
"3030","9/2/2015","winning","31"
"3029","5/2/2015","winning","31"
"3028","2/2/2015","winning","29"
"3027","29/1/2015","winning","40"
"3026","26/1/2015","winning","30"
"3025","22/1/2015","winning","31"
"3024","19/1/2015","winning","31"
"3023","15/1/2015","winning","16"
"3022","12/1/2015","winning","43"
"3021","8/1/2015","winning","15"
"3020","5/1/2015","winning","34"
"3019","1/1/2015","winning","31"
"3018","29/12/2014","winning","42"
"3017","25/12/2014","winning","24"
"3016","22/12/2014","winning","32"
"3015","18/12/2014","winning","21"
"3014","15/12/2014","winning","22"
"3013","11/12/2014","winning","37"
"3012","8/12/2014","winning","29"
"3011","4/12/2014","winning","31"
"3010","1/12/2014","winning","23"
"3009","27/11/2014","winning","28"
"3008","24/11/2014","winning","20"
"3007","20/11/2014","winning","19"
"3006","17/11/2014","winning","15"
"3005","13/11/2014","winning","23"
"3004","10/11/2014","winning","29"
"3003","6/11/2014","winning","38"
"3002","3/11/2014","winning","39"
"3001","30/10/2014","winning","42"
"3000","27/10/2014","winning","38"
"2999","23/10/2014","winning","28"
"2998","20/10/2014","winning","21"
"2997","16/10/2014","winning","34"
"2996","13/10/2014","winning","43"
"2995","9/10/2014","winning","28"
"2994","6/10/2014","winning","25"
"2993","2/10/2014","winning","40"
"2992","29/9/2014","winning","22"
"2991","25/9/2014","winning","26"
"2990","22/9/2014","winning","27"
"2989","18/9/2014","winning","20"
"2988","15/9/2014","winning","22"
"2987","11/9/2014","winning","19"
"2986","8/9/2014","winning","30"
"2985","4/9/2014","winning","27"
"2984","1/9/2014","winning","37"
"2983","28/8/2014","winning","24"
"2982","25/8/2014","winning","20"
"2981","21/8/2014","winning","18"
"2980","18/8/2014","winning","21"
"2979","14/8/2014","winning","32"
"2978","11/8/2014","winning","24"
"2977","7/8/2014","winning","17"
"2976","4/8/2014","winning","30"
"2975","1/8/2014","winning","40"
"2974","28/7/2014","winning","22"
"2973","24/7/2014","winning","34"
"2972","21/7/2014","winning","32"
"2971","17/7/2014","winning","28"
"2970","14/7/2014","winning","19"
"2969","10/7/2014","winning","32"
"2968","7/7/2014","winning","38"
"2967","3/7/2014","winning","28"
"2966","30/6/2014","winning","12"
"2965","26/6/2014","winning","34"
"2964","23/6/2014","winning","35"
"2963","19/6/2014","winning","27"
"2962","16/6/2014","winning","31"
"2961","12/6/2014","winning","31"
"2960","9/6/2014","winning","26"
"2959","5/6/2014","winning","19"
"2958","2/6/2014","winning","35"
"2957","29/5/2014","winning","40"
"2956","26/5/2014","winning","17"
"2955","23/5/2014","winning","24"
"2954","19/5/2014","winning","31"
"2953","15/5/2014","winning","26"
"2952","12/5/2014","winning","23"
"2951","8/5/2014","winning","32"
"2950","5/5/2014","winning","27"
"2949","1/5/2014","winning","13"
"2948","28/4/2014","winning","17"
"2947","24/4/2014","winning","27"
"2946","21/4/2014","winning","21"
"2945","17/4/2014","winning","21"
"2944","14/4/2014","winning","27"
"2943","10/4/2014","winning","34"
"2942","7/4/2014","winning","25"
"2941","3/4/2014","winning","19"
"2940","31/3/2014","winning","23"
"2939","27/3/2014","winning","15"
"2938","24/3/2014","winning","16"
"2937","20/3/2014","winning","21"
"2936","17/3/2014","winning","28"
"2935","13/3/2014","winning","36"
"2934","10/3/2014","winning","29"
"2933","6/3/2014","winning","24"
"2932","3/3/2014","winning","29"
"2931","27/2/2014","winning","40"
"2930","24/2/2014","winning","16"
"2929","20/2/2014","winning","23"
"2928","17/2/2014","winning","12"
"2927","14/2/2014","winning","20"
"2926","10/2/2014","winning","17"
"2925","6/2/2014","winning","27"
"2924","3/2/2014","winning","31"
"2923","30/1/2014","winning","32"
"2922","27/1/2014","winning","29"
"2921","24/1/2014","winning","16"
"2920","20/1/2014","winning","32"
"2919","16/1/2014","winning","39"
"2918","13/1/2014","winning","36"
"2917","9/1/2014","winning","33"
"2916","6/1/2014","winning","28"
"2915","3/1/2014","winning","37"
"2914","30/12/2013","winning","28"
"2913","26/12/2013","winning","38"
"2912","23/12/2013","winning","23"
"2911","19/12/2013","winning","27"
"2910","16/12/2013","winning","27"
"2909","12/12/2013","winning","31"
"2908","9/12/2013","winning","22"
"2907","5/12/2013","winning","40"
"2906","2/12/2013","winning","22"
"2905","28/11/2013","winning","28"
"2904","25/11/2013","winning","28"
"2903","21/11/2013","winning","18"
"2902","18/11/2013","winning","19"
"2901","14/11/2013","winning","28"
"2900","11/11/2013","winning","26"
"2899","7/11/2013","winning","24"
"2898","4/11/2013","winning","34"
"2897","31/10/2013","winning","27"
"2896","28/10/2013","winning","28"
"2895","24/10/2013","winning","38"
"2894","21/10/2013","winning","19"
"2893","17/10/2013","winning","30"
"2892","14/10/2013","winning","23"
"2891","10/10/2013","winning","25"
"2890","7/10/2013","winning","36"
"2889","3/10/2013","winning","24"
"2888","30/9/2013","winning","26"
"2887","26/9/2013","winning","27"
"2886","23/9/2013","winning","21"
"2885","19/9/2013","winning","14"
"2884","16/9/2013","winning","15"
"2883","12/9/2013","winning","17"
"2882","9/9/2013","winning","28"
"2881","5/9/2013","winning","27"
"2880","2/9/2013","winning","31"
"2879","29/8/2013","winning","14"
"2878","26/8/2013","winning","22"
"2877","22/8/2013","winning","34"
"2876","19/8/2013","winning","30"
"2875","15/8/2013","winning","26"
"2874","12/8/2013","winning","28"
"2873","8/8/2013","winning","33"
"2872","5/8/2013","winning","31"
"2871","2/8/2013","winning","36"
"2870","29/7/2013","winning","23"
"2869","25/7/2013","winning","39"
"2868","22/7/2013","winning","31"
"2867","18/7/2013","winning","43"
"2866","15/7/2013","winning","22"
"2865","11/7/2013","winning","15"
"2864","8/7/2013","winning","20"
"2863","4/7/2013","winning","35"
"2862","1/7/2013","winning","28"
"2861","27/6/2013","winning","22"
"2860","24/6/2013","winning","36"
"2859","20/6/2013","winning","26"
"2858","17/6/2013","winning","32"
"2857","13/6/2013","winning","36"
"2856","10/6/2013","winning","29"
"2855","6/6/2013","winning","30"
"2854","3/6/2013","winning","19"
"2853","30/5/2013","winning","27"
"2852","27/5/2013","winning","19"
"2851","23/5/2013","winning","19"
"2850","20/5/2013","winning","23"
"2849","17/5/2013","winning","30"
"2848","13/5/2013","winning","24"
"2847","9/5/2013","winning","24"
"2846","6/5/2013","winning","19"
"2845","2/5/2013","winning","22"
"2844","29/4/2013","winning","19"
"2843","25/4/2013","winning","27"
"2842","22/4/2013","winning","31"
"2841","18/4/2013","winning","24"
"2840","15/4/2013","winning","32"
"2839","11/4/2013","winning","27"
"2838","8/4/2013","winning","31"
"2837","4/4/2013","winning","27"
"2836","1/4/2013","winning","21"
"2835","28/3/2013","winning","35"
"2834","25/3/2013","winning","41"
"2833","21/3/2013","winning","36"
"2832","18/3/2013","winning","23"
"2831","14/3/2013","winning","16"
"2830","11/3/2013","winning","15"
"2829","7/3/2013","winning","25"
"2828","4/3/2013","winning","20"
"2827","28/2/2013","winning","34"
"2826","25/2/2013","winning","21"
"2825","22/2/2013","winning","25"
"2824","18/2/2013","winning","24"
"2823","14/2/2013","winning","31"
"2822","11/2/2013","winning","18"
"2821","8/2/2013","winning","25"
"2820","4/2/2013","winning","24"
"2819","31/1/2013","winning","37"
"2818","28/1/2013","winning","29"
"2817","24/1/2013","winning","38"
"2816","21/1/2013","winning","29"
"2815","17/1/2013","winning","26"
"2814","14/1/2013","winning","36"
"2813","10/1/2013","winning","38"
"2812","7/1/2013","winning","22"
"2811","3/1/2013","winning","42"
"2810","31/12/2012","winning","34"
"2809","27/12/2012","winning","30"
"2808","24/12/2012","winning","12"
"2807","20/12/2012","winning","26"
"2806","17/12/2012","winning","26"
"2805","13/12/2012","winning","26"
"2804","10/12/2012","winning","29"
"2803","6/12/2012","winning","13"
"2802","3/12/2012","winning","31"
"2801","29/11/2012","winning","10"
"2800","26/11/2012","winning","29"
"2799","22/11/2012","winning","22"
"2798","19/11/2012","winning","30"
"2797","15/11/2012","winning","30"
"2796","12/11/2012","winning","19"
"2795","8/11/2012","winning","38"
"2794","5/11/2012","winning","17"
"2793","1/11/2012","winning","27"
"2792","29/10/2012","winning","24"
"2791","25/10/2012","winning","28"
"2790","22/10/2012","winning","23"
"2789","18/10/2012","winning","26"
"2788","15/10/2012","winning","37"
"2787","11/10/2012","winning","25"
"2786","8/10/2012","winning","18"
"2785","4/10/2012","winning","33"
"2784","1/10/2012","winning","16"
"2783","27/9/2012","winning","38"
"2782","24/9/2012","winning","34"
"2781","20/9/2012","winning","25"
"2780","17/9/2012","winning","35"
"2779","13/9/2012","winning","22"
"2778","10/9/2012","winning","27"
"2777","6/9/2012","winning","11"
"2776","3/9/2012","winning","35"
"2775","30/8/2012","winning","42"
"2774","27/8/2012","winning","19"
"2773","23/8/2012","winning","25"
"2772","20/8/2012","winning","28"
"2771","16/8/2012","winning","22"
"2770","13/8/2012","winning","40"
"2769","9/8/2012","winning","12"
"2768","6/8/2012","winning","28"
"2767","2/8/2012","winning","15"
"2766","30/7/2012","winning","37"
"2765","26/7/2012","winning","25"
"2764","23/7/2012","winning","23"
"2763","20/7/2012","winning","37"
"2762","16/7/2012","winning","18"
"2761","12/7/2012","winning","21"
"2760","9/7/2012","winning","26"
"2759","5/7/2012","winning","37"
"2758","2/7/2012","winning","29"
"2757","28/6/2012","winning","21"
"2756","25/6/2012","winning","30"
"2755","21/6/2012","winning","14"
"2754","18/6/2012","winning","9"
"2753","14/6/2012","winning","27"
"2752","11/6/2012","winning","11"
"2751","7/6/2012","winning","20"
"2750","4/6/2012","winning","20"
"2749","31/5/2012","winning","19"
"2748","28/5/2012","winning","22"
"2747","24/5/2012","winning","31"
"2746","21/5/2012","winning","34"
"2745","18/5/2012","winning","32"
"2744","14/5/2012","winning","24"
"2743","10/5/2012","winning","20"
"2742","7/5/2012","winning","29"
"2741","3/5/2012","winning","13"
"2740","30/4/2012","winning","36"
"2739","26/4/2012","winning","26"
"2738","23/4/2012","winning","15"
"2737","19/4/2012","winning","21"
"2736","16/4/2012","winning","37"
"2735","12/4/2012","winning","36"
"2734","9/4/2012","winning","24"
"2733","5/4/2012","winning","36"
"2732","2/4/2012","winning","31"
"2731","29/3/2012","winning","36"
"2730","26/3/2012","winning","15"
"2729","22/3/2012","winning","34"
"2728","19/3/2012","winning","19"
"2727","15/3/2012","winning","21"
"2726","12/3/2012","winning","25"
"2725","8/3/2012","winning","39"
"2724","5/3/2012","winning","25"
"2723","1/3/2012","winning","23"
"2722","27/2/2012","winning","32"
"2721","23/2/2012","winning","38"
"2720","20/2/2012","winning","33"
"2719","16/2/2012","winning","21"
"2718","13/2/2012","winning","17"
"2717","9/2/2012","winning","31"
"2716","6/2/2012","winning","9"
"2715","3/2/2012","winning","27"
"2714","30/1/2012","winning","33"
"2713","26/1/2012","winning","16"
"2712","23/1/2012","winning","29"
"2711","20/1/2012","winning","41"
"2710","16/1/2012","winning","29"
"2709","12/1/2012","winning","22"
"2708","9/1/2012","winning","22"
"2707","5/1/2012","winning","24"
"2706","2/1/2012","winning","36"
"2705","29/12/2011","winning","22"
"2704","26/12/2011","winning","36"
"2703","22/12/2011","winning","33"
"2702","19/12/2011","winning","38"
"2701","15/12/2011","winning","16"
"2700","12/12/2011","winning","28"
"2699","8/12/2011","winning","17"
"2698","5/12/2011","winning","22"
"2697","1/12/2011","winning","36"
"2696","28/11/2011","winning","24"
"2695","24/11/2011","winning","41"
"2694","21/11/2011","winning","26"
"2693","17/11/2011","winning","30"
"2692","14/11/2011","winning","34"
"2691","10/11/2011","winning","30"
"2690","7/11/2011","winning","20"
"2689","3/11/2011","winning","39"
"2688","31/10/2011","winning","23"
"2687","27/10/2011","winning","28"
"2686","24/10/2011","winning","37"
"2685","20/10/2011","winning","35"
"2684","17/10/2011","winning","28"
"2683","13/10/2011","winning","28"
"2682","10/10/2011","winning","19"
"2681","6/10/2011","winning","21"
"2680","3/10/2011","winning","32"
"2679","29/9/2011","winning","16"
"2678","26/9/2011","winning","21"
"2677","22/9/2011","winning","36"
"2676","19/9/2011","winning","17"
"2675","15/9/2011","winning","23"
"2674","12/9/2011","winning","20"
"2673","9/9/2011","winning","24"
"2672","5/9/2011","winning","27"
"2671","1/9/2011","winning","28"
"2670","29/8/2011","winning","16"
"2669","25/8/2011","winning","10"
"2668","22/8/2011","winning","35"
"2667","18/8/2011","winning","26"
"2666","15/8/2011","winning","30"
"2665","11/8/2011","winning","23"
"2664","8/8/2011","winning","29"
"2663","4/8/2011","winning","34"
"2662","1/8/2011","winning","22"
"2661","28/7/2011","winning","23"
"2660","25/7/2011","winning","32"
"2659","22/7/2011","winning","25"
"2658","18/7/2011","winning","20"
"2657","14/7/2011","winning","23"
"2656","11/7/2011","winning","19"
"2655","7/7/2011","winning","41"
"2654","4/7/2011","winning","33"
"2653","30/6/2011","winning","39"
"2652","27/6/2011","winning","27"
"2651","23/6/2011","winning","17"
"2650","20/6/2011","winning","22"
"2649","16/6/2011","winning","30"
"2648","13/6/2011","winning","27"
"2647","9/6/2011","winning","28"
"2646","6/6/2011","winning","21"
"2645","2/6/2011","winning","15"
"2644","30/5/2011","winning","28"
"2643","26/5/2011","winning","14"
"2642","23/5/2011","winning","21"
"2641","19/5/2011","winning","26"
"2640","16/5/2011","winning","27"
"2639","12/5/2011","winning","26"
"2638","9/5/2011","winning","19"
"2637","5/5/2011","winning","34"
"2636","2/5/2011","winning","28"
"2635","28/4/2011","winning","21"
"2634","25/4/2011","winning","25"
"2633","21/4/2011","winning","38"
"2632","18/4/2011","winning","16"
"2631","14/4/2011","winning","29"
"2630","11/4/2011","winning","28"
"2629","7/4/2011","winning","25"
"2628","4/4/2011","winning","22"
"2627","31/3/2011","winning","14"
"2626","28/3/2011","winning","29"
"2625","24/3/2011","winning","24"
"2624","21/3/2011","winning","32"
"2623","17/3/2011","winning","29"
"2622","14/3/2011","winning","32"
"2621","10/3/2011","winning","24"
"2620","7/3/2011","winning","28"
"2619","3/3/2011","winning","31"
"2618","28/2/2011","winning","30"
"2617","24/2/2011","winning","17"
"2616","21/2/2011","winning","20"
"2615","18/2/2011","winning","34"
"2614","14/2/2011","winning","30"
"2613","10/2/2011","winning","26"
"2612","7/2/2011","winning","24"
"2611","3/2/2011","winning","24"
"2610","31/1/2011","winning","22"
"2609","28/1/2011","winning","20"
"2608","24/1/2011","winning","28"
